"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Metadata","rid_24","NPCMasterKey","ShortName","ShortName (French)","ShortName (German)","ShortName (Japanese)","ShortName (Korean)","ShortName (Portuguese)","ShortName (Russian)","ShortName (Spanish)","ShortName (Thai)","ShortName (Traditional Chinese)","i32_64","NPCAudios1","NPCAudios2","HASH16","row_102","Portrait","DialogueStyle","rid_142","Gender","bool_166","string_167","rid_175"
61,"Metadata/NPC/League/Synthesis/SynthesisVenariusGuardian","Venarius","Vénarius","Venarius","ヴェナリウス","베나리우스","Venarius","Венарий","Venarius","เวนาริอุส","維那利斯","Metadata/NPC/NPC","","","Venarius","Vénarius","Venarius","ヴェナリウス","베나리우스","Venarius","Венарий","Venarius","เวนาริอุส","維那利斯",0,[],[],12873,"","","","","M",1,"",""
62,"Metadata/Monsters/LegionLeague/LegionKaruiGeneral","Queen Hyrri Ngamaku","Reine Hyrri Ngamaku","Königin Hyrri Ngamaku","ハイリ・ナマク女王","하이리 나마쿠 여왕","Rainha Hyrri Ngamaku","Вождь Хайрри Нгамаку","Reina Hyrri Ngamaku","ราชินีไฮรี งามาคู","西里娜馬庫女王","Metadata/NPC/NPC","","","Hyrri Ngamaku","Hyrri Ngamaku","Hyrri Ngamaku","ハイリ・ナマク","하이리 나마쿠","Hyrri Ngamaku","Хайрри Нгамаку","Hyrri Ngamaku","ไฮรี งามาคู","西里娜馬庫",0,[],[],-6413,"","","","","F",1,"",""
63,"Metadata/Monsters/LegionLeague/LegionEternalEmpireGeneral","General Marceus Lioneye","Général Marcéus Œil de Lion","General Marceus Löwenauge","マルセウス・ライオンアイ将軍","마세우스 라이온아이 장군","General Marceus Lioneye","Генерал Марк Львиный Глаз","General Marceus Lioneye","นายพลมาร์เซอัส ไลออนอาย","穆希爾斯．獅眼將軍","Metadata/NPC/NPC","","","Marceus Lioneye","Marcéus Œil de Lion","Marceus Löwenauge","マルセウス・ライオンアイ","마세우스 라이온아이","Marceus Lioneye","Марк Львиный Глаз","Marceus Lioneye","มาร์เซอัส ไลออนอาย","穆希爾斯．獅眼",0,[],[],-4912,"","","","","M",1,"",""
64,"Metadata/Monsters/LegionLeague/LegionMarakethGeneral","Aukuna, the Black Sekhema","Aukuna, la Sekhema noire","Aukuna, die Schwarze Sekhema","黒いセケマ、アウクナ","검은 세케마 아우카나","Aukana, a Sekhema das Sombras","Аукуна, Чёрная сехема","Aukuna, la Sekhema negra","ออคูนา เซ็คเคมาสีดำ","漆黑絲克瑪奧庫納","Metadata/NPC/NPC","","","Aukuna","Aukuna","Aukuna","アウクナ","아우카나","Aukana","Аукуна","Aukuna","ออคูนา","奧庫納",0,[],[],-3067,"","","","","F",1,"",""
65,"Metadata/Monsters/LegionLeague/LegionMarakethGeneralDismounted","Aukuna, the Black Sekhema","Aukuna, la Sekhema noire","Aukuna, die Schwarze Sekhema","黒いセケマ、アウクナ","검은 세케마 아우카나","Aukana, a Sekhema das Sombras","Аукуна, Чёрная сехема","Aukuna, la Sekhema negra","ออคูนา เซ็คเคมาสีดำ","漆黑絲克瑪奧庫納","Metadata/NPC/NPC","","","Aukuna","Aukuna","Aukuna","アウクナ","아우카나","Aukana","Аукуна","Aukuna","ออคูนา","奧庫納",0,[],[],2379,"","","","","F",1,"",""
66,"Metadata/Monsters/LegionLeague/LegionTemplarGeneral","Cardinal Sanctus Vox","Cardinal Sanctus Vox","Kardinal Sanctus Vox","枢機卿サンクトゥス・ヴォックス","상투스 복스 추기경","Cardial Sanctus Vox","Кардинал Санктус Вокс","Cardenal Sanctus Vox","พระคาร์ดินัลแซงค์ทัส วอกซ์","大主教桑特斯瓦克斯","Metadata/NPC/NPC","","","Sanctus Vox","Sanctus Vox","Sanctus Vox","サンクトゥス・ヴォックス","상투스 복스","Sanctus Vox","Санктус Вокс","Sanctus Vox","แซงค์ทัส วอกซ์","桑特斯瓦克斯",0,[],[],-6055,"","","","","M",1,"",""
67,"Metadata/Monsters/LegionLeague/LegionVaalGeneral","Viper Napuatzi","Vipère Napuatzi","Viper Napuatzi","ヴァイパー・ナプアツィ","바이퍼 나푸앗지","Víbora Napuatzi","Гадюка Напуаци","Viper Napuatzi","อสรพิษนาปวดซี","邪魔毒蛇納普阿茲","Metadata/NPC/NPC","","","Viper Napuatzi","Vipère Napuatzi","Viper Napuatzi","ヴァイパー・ナプアツィ","바이퍼 나푸앗지","Víbora Napuatzi","Гадюка Напуаци","Viper Napuatzi","อสรพิษนาปวดซี","邪魔毒蛇納普阿茲",0,[],[],11639,"","","","","F",1,"",""
68,"Metadata/NPC/Info/CraftingBenchPlaceholder","Crafting Bench","Établi d'artisanat","Werkbank","クラフトベンチ","작업대","Mesa de Criação","Верстак","Mesa de fabricación","โต๊ะคราฟท์","工藝台","Metadata/NPC/NPC","","","","","","","","","","","","",0,[],[],8647,"","","","","",1,"",""
69,"Metadata/NPC/League/Blight/BlightBuilder","Sister Cassia","Sœur Cassia","Schwester Cassia","シスターカシア","수녀 카시아","Irmã Cassia","Сестра Кассия","Hermana Cassia","แม่ชีแคสเซีย","修女卡西亞","Metadata/NPC/NPC","","","Cassia","Cassia","Cassia","カシア","카시아","Cassia","Кассия","Cassia","แคสเซีย","卡西亞",0,[93],[94],30781,"","",1,"","F",1,"",""
70,"Metadata/NPC/League/Blight/BlightBuilderHideout","Sister Cassia","Sœur Cassia","Schwester Cassia","シスターカシア","수녀 카시아","Irmã Cassia","Сестра Кассия","Hermana Cassia","แม่ชีแคสเซีย","修女卡西亞","Metadata/NPC/NPC","","","Cassia","Cassia","Cassia","カシア","카시아","Cassia","Кассия","Cassia","แคสเซีย","卡西亞",0,[93],[94],27459,"","",1,"","F",1,"",""
71,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPC","Tane Octavius","Tane Octavius","Tane Octavius","ターネ・オクテヴィウス","테인 옥타비우스","Tane Octavius","Танэ Октавиус","Tane Octavius","ทาเน อ็อกเทเวียส","塔恩．奧克塔維斯","Metadata/NPC/League/Metamorphosis/MetamorphosisNPC","","","Tane","Tane","Tane","ターネ","테인","Tane","Танэ","Tane","ทาเน","塔恩",0,[95],[96],20466,"","",1,"","M",1,"",""
72,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHideout","Tane Octavius","Tane Octavius","Tane Octavius","ターネ・オクテヴィウス","테인 옥타비우스","Tane Octavius","Танэ Октавиус","Tane Octavius","ทาเน อ็อกเทเวียส","塔恩．奧克塔維斯","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHideout","","","Tane","Tane","Tane","ターネ","테인","Tane","Танэ","Tane","ทาเน","塔恩",0,[95],[96],7350,"","",1,"","M",1,"",""
73,"Metadata/NPC/League/Harvest/HarvestNPCGardenTutorial","Oshabi","Oshabi","Oshabi","オシャービ","오샤비","Oshabi","Ошаби","Oshabi","โอชาบิ","奧莎比","Metadata/NPC/NPC","","","Oshabi","Oshabi","Oshabi","オシャービ","오샤비","Oshabi","Ошаби","Oshabi","โอชาบิ","奧莎比",0,[130],[131],-7291,"","",1,"","F",1,"",""
74,"Metadata/Monsters/AtlasExiles/AtlasExile1","Baran, the Crusader","Baran, le Croisé","Baran der Kreuzritter","クルセイダー、バラン","십자군 바란","Baran, o Cruzado","Бэран, Крестоносец","Baran, el Cruzado","บาราน ผู้พิชิตอธรรม","聖戰軍王．巴倫","Metadata/NPC/NPC","","","Baran","Baran","Baran","バラン","바란","Baran","Бэран","Baran","บาราน","巴倫",0,[],[],-6678,"","","","","M",1,"",""
75,"Metadata/Monsters/AtlasExiles/AtlasExile2","Veritania, the Redeemer","Véritania, la Rédemptrice","Veritania die Erlöserin","リディーマー、ヴェリタニア","대속자 베리타니아","Veritania, a Redentora","Веритания, Избавительница","Veritania, la Redentora","เวริทาเนีย ผู้พิชิตบาป","救贖者．維羅提尼亞","Metadata/NPC/NPC","","","Veritania","Véritania","Veritania","ヴェリタニア","베리타니아","Veritania","Веритания","Veritania","เวริทาเนีย","維羅提尼亞",0,[],[],18316,"","","","","F",1,"",""
76,"Metadata/Monsters/AtlasExiles/AtlasExile3","Al-Hezmin, the Hunter","Al-Hezmin, le Chasseur","Al-Hezmin der Jäger","ハンター、アルヘズミン","사냥꾼 알-헤즈민","Al-Hezmin, o Caçador","Аль-Хезмин, Охотник","Al-Hezmin, el Cazador","อัล-เฮซมิน ผู้พิชิตเหยื่อ","狩獵者．奧赫茲明","Metadata/NPC/NPC","","","Al-Hezmin","Al-Hezmin","Al-Hezmin","アルヘズミン","알-헤즈민","Al-Hezmin","Аль-Хезмин","Al-Hezmin","อัล-เฮซมิน","奧赫茲明",0,[],[],26968,"","","","","M",1,"",""
77,"Metadata/Monsters/AtlasExiles/AtlasExile4","Drox, the Warlord","Drox, le Seigneur de guerre","Drox der Kriegsfürst","ウォーロード、ドロクス","전쟁군주 드록스","Drox, o Senhor da Guerra","Дрокс, Вождь","Drox, el Jefe de guerra","ดร็อกซ์ ผู้พิชิตศึก","總督軍．圖拉克斯","Metadata/NPC/NPC","","","Drox","Drox","Drox","ドロクス","드록스","Drox","Дрокс","Drox","ดร็อกซ์","圖拉克斯",0,[],[],-31285,"","","","","M",1,"",""
78,"Metadata/Monsters/AtlasExiles/AtlasExile5","Sirus, Awakener of Worlds","Sirus, l'Éveilleur de Mondes","Sirus, Erwecker der Welten","世界を覚醒させる者、シラス","세계의 각성자 사이러스","Sirus, Precursor de Mundos","Сирус, Пробудитель миров","Sirus, Despertador de mundos","ไซรัส ผู้ทำให้โลกตื่น","喚世者．賽勒斯","Metadata/NPC/NPC","","","Sirus","Sirus","Sirus","シラス","사이러스","Sirus","Сирус","Sirus","ไซรัส","賽勒斯",0,[],[],9474,"","","","","M",1,"",""
79,"Metadata/NPC/Epilogue/AtlasExile5PortalEscape","Sirus, Awakener of Worlds","Sirus, l'Éveilleur de Mondes","Sirus, Erwecker der Welten","世界を覚醒させる者、シラス","세계의 각성자 사이러스","Sirus, Precursor de Mundos","Сирус, Пробудитель миров","Sirus, Despertador de mundos","ไซรัส ผู้ทำให้โลกตื่น","喚世者．賽勒斯","Metadata/NPC/NPC","","","Sirus","Sirus","Sirus","シラス","사이러스","Sirus","Сирус","Sirus","ไซรัส","賽勒斯",0,[],[],-9076,"","","","","M",1,"",""
80,"Metadata/Monsters/AtlasExiles/AtlasExile5Intruder","Sirus, Awakener of Worlds","Sirus, l'Éveilleur de Mondes","Sirus, Erwecker der Welten","世界を覚醒させる者、シラス","세계의 각성자 사이러스","Sirus, Precursor de Mundos","Сирус, Пробудитель миров","Sirus, Despertador de mundos","ไซรัส ผู้ทำให้โลกตื่น","喚世者．賽勒斯","Metadata/NPC/NPC","","","Sirus","Sirus","Sirus","シラス","사이러스","Sirus","Сирус","Sirus","ไซรัส","賽勒斯",0,[],[],-13725,"","","","","M",1,"",""
81,"Metadata/NPC/Epilogue/Kirac","Commander Kirac","Commandant Kirac","Kommandant Kirac","司令官キラック","키락 대장","Comandante Kirac","Командир Кирак","Comandante Kirac","ผู้บัญชาการคิรัค","指揮官基拉克","Metadata/NPC/NPC","",6,"Kirac","Kirac","Kirac","キラック","키락","Kirac","Кирак","Kirac","คิรัค","基拉克",11,[97],[98],-1117,"",22,1,8,"M",1,"",""
82,"Metadata/NPC/Epilogue/KiracLab","Commander Kirac","Commandant Kirac","Kommandant Kirac","司令官キラック","키락 대장","Comandante Kirac","Командир Кирак","Comandante Kirac","ผู้บัญชาการคิรัค","指揮官基拉克","Metadata/NPC/NPC","","","Kirac","Kirac","Kirac","キラック","키락","Kirac","Кирак","Kirac","คิรัค","基拉克",11,[97],[98],-15488,"",22,1,"","M",1,"",""
83,"Metadata/NPC/Epilogue/KiracHideout","Commander Kirac","Commandant Kirac","Kommandant Kirac","司令官キラック","키락 대장","Comandante Kirac","Командир Кирак","Comandante Kirac","ผู้บัญชาการคิรัค","指揮官基拉克","Metadata/NPC/NPC","",6,"Kirac","Kirac","Kirac","キラック","키락","Kirac","Кирак","Kirac","คิรัค","基拉克",0,[97],[98],420,81,22,1,8,"M",1,"",""
84,"Metadata/NPC/Epilogue/KiracOrionThroneRoom","Officer Kirac","Officier Kirac","Offizier Kirac","キラック隊長","장교 키락","Oficial Kirac","Офицер Кирак","Oficial Kirac","เจ้าหน้าที่คิรัค","基拉克長官","Metadata/NPC/NPC","","","Kirac","Kirac","Kirac","キラック","키락","Kirac","Кирак","Kirac","คิรัค","基拉克",11,[97],[98],-31640,"","","","","M",1,"",""
85,"Metadata/NPC/Epilogue/ZanaOrionThroneRoom","Zana, Master Cartographer","Zana, Maître-cartographe","Zana, Meisterkartographin","マスターカートグラファー、ザナ","지도의 대가 자나","Zana, Mestre Cartógrafa","Зана, мастер странствий","Zana, Maestra cartógrafa","ซานะ มาสเตอร์แห่งแผนที่","製圖大師札娜","Metadata/NPC/NPC","",6,"Zana","Zana","Zana","ザナ","자나","Zana","Зана","Zana","ซานะ","札娜",11,[49],[50],-17995,"","","","","F",1,"",""
86,"Metadata/NPC/Epilogue/ZanaOrionPostFight","Zana, Master Cartographer","Zana, Maître-cartographe","Zana, Meisterkartographin","マスターカートグラファー、ザナ","지도의 대가 자나","Zana, Mestre Cartógrafa","Зана, мастер странствий","Zana, Maestra cartógrafa","ซานะ มาสเตอร์แห่งแผนที่","製圖大師札娜","Metadata/NPC/NPC","",6,"Zana","Zana","Zana","ザナ","자나","Zana","Зана","Zana","ซานะ","札娜",11,[49],[50],-21727,"","","","","F",1,"",""
87,"Metadata/NPC/Info/GlyphCrusader1","Baran's Journal I","Journal de Baran I","Barans Tagebuch I","バランの日誌 I","바란의 일지 I","Diário de Baran I","Дневник Бэрана I","Diario de Baran I","บันทึกของบาราน เล่มที่ 1","巴倫的日記 I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","","","","","","","","","","",11,[],[],-12033,"","","","","",1,"",""
88,"Metadata/NPC/Info/GlyphCrusader2","Baran's Journal II","Journal de Baran II","Barans Tagebuch II","バランの日誌 II","바란의 일지 II","Diário de Baran II","Дневник Бэрана II","Diario de Baran II","บันทึกของบาราน เล่มที่ 2","巴倫的日記 II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","","","","","","","","","","",11,[],[],-16638,"","","","","",1,"",""
89,"Metadata/NPC/Info/GlyphCrusader3","Baran's Journal III","Journal de Baran III","Barans Tagebuch III","バランの日誌 III","바란의 일지 III","Diário de Baran III","Дневник Бэрана III","Diario de Baran III","บันทึกของบาราน เล่มที่ 3","巴倫的日記 III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","","","","","","","","","","",11,[],[],-14790,"","","","","",1,"",""
90,"Metadata/NPC/Info/GlyphCrusader4","Baran's Journal IV","Journal de Baran IV","Barans Tagebuch IV","バランの日誌 IV","바란의 일지 IV","Diário de Baran IV","Дневник Бэрана IV","Diario de Baran IV","บันทึกของบาราน เล่มที่ 4","巴倫的日記 IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","","","","","","","","","","",11,[],[],183,"","","","","",1,"",""
91,"Metadata/NPC/Info/GlyphEyrie1","Veritania's Journal I","Journal de Véritania I","Veritanias Tagebuch I","ヴェリタニアの日誌 I","베리타니아의 일지 I","Diário de Veritania I","Дневник Веритании I","Diario de Veritania I","บันทึกของเวริทาเนีย เล่มที่ 1","維羅提尼亞的日記 I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","","","","","","","","","","",11,[],[],14772,"","","","","",1,"",""
