"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","LifeLeech","CastTime","ActiveSkill","IgnoreMinionTypes","CooldownNotRecoverDuringActive","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool_145","RegularVariant","bool_154","i32_155","i32_159","i32_163","bool_167","StatSet","AdditionalStatSets","Audio","CostTypes","bool_224","[i32]_225","i32_241","SupportWeaponRestrictions","string_261","MinionType","f32_285","f32_289","i32_293"
141,"MtxPolymorphCat5Player","",[],"",[],[],"",2816716715,1,2,700,527,"","",[],31,"",1,"","",0,15,0,"",167,[],"",[],1,[],-1,[],"","",0,0,0
142,"MtxBestiaryStampedeQuicksilverRhoaPlayer","",[],"",[],[],"",3099053772,"",2,1000,528,"","",[],"","","","","",4,4,0,"",168,[],"",[],1,[],-1,[],"","",0,0,0
143,"DemonMagusPlayer","",[],"",[],[],"",4252355989,"",2,500,538,"","",[],153,"","","","",0,0,0,"",169,[],"",[],1,[],-1,[],"",56,0,0,0
144,"LightningSpearPlayer","",[],"",[],[],"",1267235336,"",2,1000,539,"","",[],422,"","","","",0,0,0,"",170,[171],"",[0],1,[],-1,[],"","",0.11,0.042,0
145,"GlacialLancePlayer","",[],"",[],[],"",750822829,"",2,1000,949,"","",[],421,"","","","",0,0,0,"",172,[173],"",[0],1,[],-1,[],"","",0.11,0.042,0
146,"SummonInfernalHoundPlayer","",[],"",[],[],"",1124444877,"",2,0,541,"","",[],"","","","","",0,0,0,"",174,[],"",[],1,[],-1,[],"",57,0,0,0
147,"SummonWaterDjinnPlayer","",[],"",[],[],"",2315446033,"",2,0,542,"","",[],"","","","","",0,0,0,"",175,[],"",[],1,[],-1,[],"",58,0,0,0
148,"SummonFireDjinnPlayer","",[],"",[],[],"",56878354,"",2,0,543,"","",[],"","","","","",1,0,0,"",176,[],"",[],1,[],-1,[],"",59,0,0,0
149,"SummonSandDjinnPlayer","",[],"",[],[],"",160001901,"",2,0,544,"","",[],"","","","","",2,0,0,"",177,[],"",[],1,[],-1,[],"",60,0,0,0
150,"CorpseBeetlesPlayer","",[],"",[],[],"",4098190985,"",2,1000,545,"","",[],"","","","","",0,0,0,"",178,[],"",[],1,[],-1,[],"",61,0,0,0
151,"SiegeCascadePlayer","",[],"",[],[],"",3021029133,"",2,1000,555,"","",[],378,"","","","",2,0,0,"",179,[180],"",[0],"",[],-1,[],"","",0,0,0
152,"SiegeCascadeAmmoPlayer","",[],"",[],[],"",2631468039,"",2,1000,556,"","",[],382,"","","","",0,0,0,"",181,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
153,"HailstormRoundsPlayer","",[],"",[],[],"",1967623423,"",2,1000,557,"","",[],380,"","","","",3,0,0,"",182,[],"",[0],"",[],-1,[],"","",0.11,0.042,0
154,"HailstormRoundsAmmoPlayer","",[],"",[],[],"",841297344,"",2,1000,558,"","",[],384,"","","","",0,0,0,"",183,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
155,"StormblastBoltsPlayer","",[],"",[],[],"",1731001979,"",2,1000,559,"","",[],379,"","","","",0,0,0,"",184,[185],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],"",[],-1,[],"","",0,0,0
156,"StormblastBoltsAmmoPlayer","",[],"",[],[],"",4180954029,"",2,1000,560,"","",[],383,"","","","",0,0,0,"",186,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
157,"ExplosiveShotPlayer","",[],"",[],[],"",3286109209,"",2,1000,547,"","",[],363,"","","","",1,0,0,"",187,[188],"",[0],"",[],-1,[],"","",0,0,0
158,"ExplosiveShotAmmoPlayer","",[],"",[],[],"",1523399768,"",2,1500,548,"","",[],382,"","","","",0,0,0,"",189,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
159,"IncendiaryShotPlayer","",[],"",[],[],"",2402043129,"",2,1000,608,"","",[],368,"","","","",1,0,0,"",190,[191],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],"",[],-1,[],"","",0,0,0
160,"IncendiaryShotAmmoPlayer","",[],"",[],[],"",3509125540,"",2,800,609,"","",[],382,"","","","",0,0,0,"",192,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
161,"HighVelocityRoundsPlayer","",[],"",[],[],"",621315083,"",2,800,549,"","",[],362,"","","","",2,0,0,"",193,[194],"",[0],"",[],-1,[],"","",0,0,0
162,"HighVelocityRoundsAmmoPlayer","",[],"",[],[],"",3777943790,"",2,1000,550,"","",[],381,"","","","",0,0,0,"",195,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
163,"FragmentationRoundsPlayer","",[],"",[],[],"",3928529270,"",2,1000,610,"","",[],367,"","","","",2,0,0,"",196,[197],"Audio/Sound Effects/Combat/OnHit/OnHit_StabSG",[0],"",[],-1,[],"","",0,0,0
164,"FragmentationRoundsAmmoPlayer","",[],"",[],[],"",2026335422,"",2,800,611,"","",[],381,"","","","",0,0,0,"",198,[],"Audio/Sound Effects/Combat/OnHit/OnHit_StabSG",[0],1,[],-1,[],"","",0.11,0.042,0
165,"GlacialBoltPlayer","",[],"",[],[],"",1357758720,"",2,800,551,"","",[],365,"","","","",0,0,0,"",199,[200],"",[0],"",[],-1,[],"","",0,0,0
166,"GlacialBoltAmmoPlayer","",[],"",[],[],"",3242004658,"",2,1000,552,"","",[],384,"","","","",0,0,0,"",201,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
167,"PermafrostBoltsPlayer","",[],"",[],[],"",3726042127,"",2,1000,612,"","",[],370,"","","","",3,0,0,"",202,[203],"",[0],"",[],-1,[],"","",0,0,0
168,"PermafrostBoltsAmmoPlayer","",[],"",[],[],"",3332270124,"",2,800,613,"","",[],384,"","","","",0,0,0,"",204,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
169,"PlasmaBlastPlayer","",[],"",[],[],"",3336900214,"",2,1000,553,"","",[],364,"","","","",4,0,0,"",205,[206],"",[0],"",[],-1,[],"","",0,0,0
170,"PlasmaBlastAmmoPlayer","",[],"",[],[],"",3306209512,"",2,1000,554,"","",[],383,"","","","",0,0,0,"",207,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
171,"GalvanicShardsPlayer","",[],"",[],[],"",1615884156,"",2,1000,614,"","",[],369,"","","","",0,0,0,"",208,[209],"",[0],"",[],-1,[],"","",0,0,0
172,"GalvanicShardsAmmoPlayer","",[],"",[],[],"",2294165215,"",2,600,615,"","",[],383,"","","","",0,0,0,"",210,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
173,"AxeChopPlayer","",[],"",[],[],"",3903461048,"",2,1000,561,"","",[],192,"","","","",0,0,0,"",211,[],"",[],1,[],-1,[],"","",0,0,0
174,"AxeSlashPlayer","",[],"",[],[],"",2009664277,"",2,1000,562,"","",[],193,"","","","",0,0,0,"",212,[],"",[],1,[],-1,[],"","",0,0,0
175,"RollingSlamPlayer","",[],"",[],[],"",840600159,"",2,1000,564,"","",[],198,"","","","",0,0,0,"",213,"[214,215]","Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[],"","",0.11,0.042,0
176,"WhirlingAssaultPlayer","",[],"",[],[],"",3797695130,"",2,1000,563,"","",[],196,"","","","",0,0,0,"",216,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/WhirlingAssault/OnHit_WhirlingAssaultSG",[0],1,[],-1,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG","",0.11,0.042,0
177,"WeaponGrantedChaosboltPlayer","",[],"",[],[],"",2407526756,"",2,750,590,"","",[],426,"","","","",0,0,0,"",217,[],"",[0],1,[],-1,[],"","",0,0,0
178,"CoilingBoltsPlayer","",[],"",[],[],"",1702067601,"",2,1000,591,"","",[],427,"","","","",0,0,0,"",218,[219],"",[0],1,[],-1,[],"","",0,0,0
179,"EscapeShotPlayer","",[],"",[],[],"",1273635277,"",2,1000,565,"","",[],200,"","","","",0,0,0,"",220,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
180,"EscapeShotIceFragmentPlayer","",[],"",[],[],"",451354746,"",2,1000,996,"","",[],"","","","","",0,0,0,"",221,[],"",[],1,[],-1,[],"","",0,0,0
181,"SuperchargedSlamPlayer","",[],"",[],[],"",3765534773,"",2,1000,567,"","",[],544,"",1,"","",0,0,0,"",222,[223],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[9],1,[],-1,[],"","",0.11,0.042,0
182,"EvasiveStrikePlayer","",[],"",[],[],"",3636243189,"",2,1000,569,"","",[],198,"","","","",0,0,0,"",224,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
183,"GaleStrikePlayer","",[],"",[],[],"",2404980186,"",2,1000,568,"","",[],209,"","","","",0,0,0,"",225,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
184,"BladeDancePlayer","",[],"",[],[],"",2807474988,"",2,1000,570,"","",[],210,"","","","",0,0,0,"",226,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
185,"ClawRakePlayer","",[],"",[],[],"",2869051422,"",2,1000,571,"","",[],211,"","","","",0,0,0,"",227,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
186,"SpinningFlailPlayer","",[],"",[],[],"",2400713869,"",2,1000,572,"","",[],196,"","","","",0,0,0,"",228,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
187,"VolcanicFissurePlayer","",[],"",[],[],"",3045592589,"",2,1000,573,"","",[],511,"","","","",0,0,0,"",229,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[],"","",0.11,0.042,0
188,"AxeExecutePlayer","",[],"",[],[],"",3151666971,"",2,1000,576,"","",[],221,"","","","",0,0,0,"",230,[],"",[],1,[],-1,[],"","",0,0,0
189,"AxeLeapingChopPlayer","",[],"",[],[],"",1039624097,"",2,1000,583,"","",[],222,"","","","",0,0,0,"",231,[],"",[],1,[],-1,[],"","",0,0,0
190,"AxeWhirlingSlashPlayer","",[],"",[],[],"",2516540987,"",2,1000,584,"","",[],223,"","","","",0,0,0,"",232,[],"",[],1,[],-1,[],"","",0,0,0
191,"AxeRaisedChopPlayer","",[],"",[],[],"",2798652012,"",2,1000,585,"","",[],224,"","","","",0,0,0,"",233,[],"",[],1,[],-1,[],"","",0,0,0
192,"AxeHeavyCleavePlayer","",[],"",[],[],"",3124737088,"",2,1000,586,"","",[],225,"","","","",0,0,0,"",234,[],"",[],1,[],-1,[],"","",0,0,0
193,"GlacialCascadePlayer","",[],"",[],[],"",3504232289,"",2,1000,593,"","",[],424,"","","","",0,0,0,"",235,[236],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/GlacialCascade/OnHit_GlacialCascadeSG",[0],1,[],-1,[],"","",0.11,0.042,0
194,"StaffConsecratePlayer","",[],"",[],[],"",2189960696,"",2,1250,177,"","",[],596,"","","","",0,0,0,"",237,[],"",[0],1,[],-1,[],"","",0,0,0
195,"WandArcaneSurgePlayer","",[],"",[],[],"",641642942,"",2,750,595,"","",[],243,"","","","",1,0,0,"",238,[],"",[],1,[],-1,[],"","",0,0,0
196,"UnleashPlayer","",[],"",[],[],"",2362253665,"",2,750,665,"","",[],314,"","","","",0,0,0,"",239,[],"",[0],1,[],-1,[],"","",0,0,0
197,"VoidIllusionPlayer","",[],"",[],[],"",3463549752,"",2,0,686,"","",[],"","","","","",0,0,0,"",240,[],"",[],1,[],-1,[],"","",0,0,0
198,"VoidIllusionSpawnPlayer","",[],"",[],[],"",4075293430,"",2,1000,687,"","",[],"","","","","",0,0,0,"",241,[],"",[],1,[],-1,[],"","",0,0,0
199,"WaveOfFrostPlayer","",[],"",[],[],"",2361495934,"",2,1000,596,"","",[],423,"","","","",0,0,0,"",242,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/FreezingBackflip/OnHit_FreezingBackflipSG",[0],1,[],-1,[],"","",0.11,0.042,0
200,"SwordLungePlayer","",[],"",[],[],"",3191494441,"",2,1000,597,"","",[],825,"","","","",0,0,0,"",243,[],"",[],1,[],-1,[],"","",0,0,0
201,"RapidShotPlayer","",[],"",[],[],"",1073754812,"",2,1000,599,"","",[],373,"","","","",1,0,0,"",244,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/IncendiaryRapidShot/OnHit_IncendiaryRapidShotSG",[0],"",[],-1,[],"","",0,0,0
202,"RapidShotAmmoPlayer","",[],"",[],[],"",3016800645,"",2,1200,600,"","",[],382,"","","","",0,0,0,"",245,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
203,"ArmourPiercingBoltsPlayer","",[],"",[],[],"",3433695313,"",2,1000,601,"","",[],372,"","","","",2,0,0,"",246,[],"",[0],"",[],-1,[],"","",0,0,0
204,"ArmourPiercingBoltsAmmoPlayer","",[],"",[],[],"",2638579197,"",2,600,602,"","",[],381,"","","","",0,0,0,"",247,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
205,"IceShardsPlayer","",[],"",[],[],"",2569744629,"",2,1000,603,"","",[],375,"","","","",0,0,0,"",248,[249],"",[0],"",[],-1,[],"","",0,0,0
206,"IceShardsAmmoPlayer","",[],"",[],[],"",2907793911,"",2,600,604,"","",[],384,"","","","",0,0,0,"",250,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
207,"ShockburstRoundsPlayer","",[],"",[],[],"",1497312551,"",2,1000,605,"","",[],374,"","","","",4,0,0,"",251,[252],"",[0],"",[],-1,[],"","",0,0,0
208,"ShockburstRoundsAmmoPlayer","",[],"",[],[],"",2617229226,"",2,800,606,"","",[],383,"","","","",0,0,0,"",253,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
209,"SwordLeapSlashPlayer","",[],"",[],[],"",3864685485,"",2,1000,597,"","",[],14,"","","","",0,0,0,"",243,[],"",[],1,[],-1,[],"","",0,0,0
210,"IceStrikePlayer","",[],"",[],[],"",1283065732,"",2,1000,617,"","",[],309,"","","","",0,0,0,"",254,[255],"",[0],1,[],-1,[],"","",0.11,0.042,0
211,"CometPlayer","",[],"",[],[],"",2874775491,"",2,1000,618,"","",[],347,"","","","",0,0,0,"",256,[257],"",[0],1,[],-1,[],"","",0.11,0.065,0
212,"HisFoulEmergencePlayer","",[],"",[],[],"",1691775526,"",2,1000,619,"","",[],350,"","","","",1,0,0,"",258,[],"",[0],1,[],-1,[],"","",0,0.065,0
213,"CrushingEarthPlayer","",[],"",[],[],"",3886192228,"",2,1000,620,"","",[],349,"","","","",0,0,0,"",259,[],"",[0],1,[],-1,[],"","",0.11,0.065,0
214,"FungalTerrainPlayer","",[],"",[],[],"",4104717450,"",2,1000,621,"","",[],332,"","","","",0,0,0,"",260,[261],"",[0],1,[],-1,[],"","",0.11,0.065,0
215,"BladeNovaPlayer","",[],"",[],[],"",1979056385,"",2,750,113,"","",[],47,"","","","",0,2,0,"",262,[],"",[],1,[],-1,[],"","",0,0,0
216,"FlameSlicePlayer","",[],"",[],[],"",1435597068,"",2,1000,622,"","",[],209,"","","","",0,0,0,"",263,[],"",[],1,[],-1,[],"","",0,0,0
217,"RingOfBladesPlayer","",[],"",[],[],"",913731225,"",2,1000,623,"","",[],47,"","","","",0,0,0,"",264,[],"",[],1,[],-1,[],"","",0,0,0
218,"ComboKnifeThrowPlayer","",[],"",[],[],"",453074250,"",2,600,625,"","",[],245,"","","","",0,2,0,"",265,"[266,267]","",[],1,[],-1,[],"","",0,0,0
219,"TripleSlashPlayer","",[],"",[],[],"",4061717808,"",2,1000,624,"","",[],225,"","","","",0,0,0,"",268,[269],"",[0],1,[],-1,[],"","",0.11,0.042,0
220,"HyperSlashPlayer","",[],"",[],[],"",388097298,"",2,1000,626,"","",[],221,"","","","",0,0,0,"",270,[271],"",[0],1,[],-1,[],"","",0.11,0.042,0
221,"ShadowDashPlayer","",[],"",[],[],"",2964917962,"",2,1000,627,"","",[],275,"","","","",0,0,0,"",272,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
222,"ShadowAmbushPlayer","",[],"",[],[],"",148018705,"",2,1000,628,"","",[],223,"","","","",0,0,0,"",273,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
223,"ArtilleryBallistaPlayer","",[],"",[],[],"",1664620955,"",2,1000,630,"","",[],60,"","","","",0,0,0,"",274,[],"",[0],1,[],-1,[],"",5,0.11,0.042,0
224,"ManaTempestPlayer","",[],"",[],[],"",2309982086,"",2,600,632,"","",[],351,"","","","",0,0,0,"",275,[],"",[11],1,[],-1,[],"","",0,0,0
225,"DarkTempestPlayer","",[],"",[],[],"",3680887542,"",2,600,633,"","",[],352,"","","","",1,0,0,"",276,"[277,278]","",[11],1,[],-1,[],"","",0,0,0
226,"KillingPalmPlayer","",[],"",[],[],"",863186801,"",2,1000,637,"","",[],221,"","","","",0,0,0,"",279,[],"Audio/Sound Effects/Combat/OnHit/OnHit_UnarmedSG",[0],1,[],-1,[],"","",0.11,0.042,0
227,"CrushingFearPlayer","",[],"",[],[],"",1728401954,"",2,1000,1104,"","",[],416,"","","","",1,0,0,"",280,[281],"Audio/Sound Effects/Combat/OnHit/OnHit_UnarmedSG",[0],1,[],-1,[],"","",0.11,0.042,0
228,"ShatteringPalmPlayer","",[],"",[],[],"",3467761568,"",2,1000,644,"","",[],240,"","","","",0,0,0,"",282,[],"Audio/Sound Effects/Combat/OnHit/OnHit_UnarmedSG",[0],1,[],-1,[],"","",0.11,0.042,0
229,"VolcanoPlayer","",[],"",[],[],"",1836541140,"",2,800,639,"","",[],280,"","","","",1,0,0,"",283,"[284,285]","","[0,9]",1,[],-1,[],"","",0.11,0.065,0
230,"WolfPackPlayer","",[],"",[],[],"",4272017454,"",2,1000,640,"","",[],"","","","","",0,0,0,"",286,[],"",[],1,[],-1,[],"",63,0,0,0
231,"HyenaCacklePlayer","",[],"",[],[],"",609782780,"",2,1000,641,"","",[],"","","","","",1,0,0,"",287,[],"",[],1,[],-1,[],"",95,0,0,0
232,"SpinningThrowPlayer","",[],"",[],[],"",3360408472,"",2,1000,643,"","",[],119,"","","","",0,0,0,"",288,[],"",[0],1,[],-1,[],"","",0.11,0.065,0
233,"SpiralVolleyPlayer","",[],"",[],[],"",3159820264,"",2,1000,645,"","",[],283,"","","","",0,0,0,"",289,[],"",[0],1,[],-1,[],"","",0.11,0.065,0
234,"BearMaulPlayer","",[],"",[],[],"",3335017492,"",2,1000,648,"","",[],277,"","","","",0,0,0,"",290,[],"",[0],1,[],-1,[],"","",0,0,0
235,"TreeWhipPlayer","",[],"",[],[],"",3016285245,"",2,1000,972,"","",[],778,"","","","",0,0,0,"",291,[],"",[],1,[],-1,[],"","",0,0,0
236,"WyvernRendPlayer","",[],"",[],[],"",1106546441,"",2,1000,973,"","",[],781,"","","","",0,0,0,"",292,[293],"",[0],1,[],-1,[],"","",0,0,0
237,"ShadowThiefSlashPlayer","",[],"",[],[],"",4098860586,"",2,1000,652,"","",[],"","","","","",0,0,0,"",294,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
238,"LeapingAxeCatchPlayer","",[],"",[],[],"",3131940611,"",2,1000,653,"","",[],"","","","","",0,0,0,"",295,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
239,"StormBladePlayer","",[],"",[],[],"",172757297,"",2,1000,594,"","",[],224,"","","","",1,0,0,"",296,[297],"",[0],1,[],-1,[],"","",0.11,0.042,0
240,"PlungingBladePlayer","",[],"",[],[],"",4265876949,"",2,1000,654,"","",[],"","","","","",0,0,0,"",298,[299],"",[0],1,[],-1,[],"","",0.11,0.042,0
241,"WolfHowlPlayer","",[],"",[],[],"",198878269,"",2,1300,655,"","",[],"","","","","",0,0,0,"",300,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
242,"SpiralThrowPlayer","",[],"",[],[],"",322488147,"",2,1000,656,"","",[],119,"","","","",0,0,0,"",301,[],"",[],1,[],-1,[],"","",0,0,0
243,"WolfPouncePlayer","",[],"",[],[],"",1424102478,"",2,1000,658,"","",[],911,"","","","",0,0,0,"",302,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
244,"LightningBoltPlayer","",[],"",[],[],"",675785053,"",2,850,659,"","",[],335,"","","","",0,0,0,"",304,[],"",[0],1,[],-1,[],"","",0,0,0
245,"UniqueBreachLightningBoltPlayer","",[],"",[],[],"",1547187329,"",2,850,660,"","",[],335,"","","","",0,0,0,"",305,[],"",[0],1,[],-1,[],"","",0,0,0
246,"BearRampagePlayer","",[],"",[],[],"",3505472464,"",2,1000,663,"","",[],305,"","","","",0,0,0,"",306,[],"","[0,16]",1,[],-1,[],"","",0.11,0.042,0
247,"ThunderstormPlayer","",[],"",[],[],"",3386090217,"",2,900,666,"","",[],311,"","","","",0,0,0,"",309,[],"",[0],1,[],-1,[],"","",0.11,0.065,0
248,"FuriousSlamPlayer","",[],"",[],[],"",140171624,"",2,1000,669,"","",[],345,"","","","",0,0,0,"",310,[311],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[],"","",0.11,0.042,0
249,"FerociousRoarMetaPlayer","",[],"",[],[],"",469553544,"",2,1100,670,"","",[],943,"","","","",0,0,0,"",312,[],"",[0],1,[],-1,[],"","",0.11,0.018,0
250,"SupportFerociousRoarPlayer",1,[62],"","[36,120]","[121,49,156]","",222805326,"",2,0,"",1,"",[],"","","","","",0,0,0,"",313,[],"",[],1,[],-1,[26],"","",0,0,0
251,"MetaCastOnShockPlayer","",[],"",[],[],"",4035386923,"",2,0,671,"","",[],"","","","","",0,0,0,"",314,[],"",[],1,[],-1,[],"","",0,0,0
252,"MetaCastOnFreezePlayer","",[],"",[],[],"",2653062648,"",2,0,672,"","",[],"","","","","",0,0,0,"",315,[],"",[],1,[],-1,[],"","",0,0,0
253,"MetaCastOnIgnitePlayer","",[],"",[],[],"",720019528,"",2,0,673,"","",[],"","","","","",0,0,0,"",316,[],"",[],1,[],-1,[],"","",0,0,0
254,"MetaCastOnElementalAilmentPlayer","",[],"",[],[],"",485075259,"",2,0,674,"","",[],"","","","","",0,0,0,"",317,[],"",[],1,[],-1,[],"","",0,0,0
255,"MetaCastOnMeleeKillPlayer","",[],"",[],[],"",1446605351,"",2,0,675,"","",[],"","","","","",0,0,0,"",318,[],"",[],1,[],-1,[],"","",0,0,0
256,"MetaCastOnDeathPlayer","",[],"",[],[],"",2716399474,"",2,0,676,"","",[],"","","","","",0,0,0,"",319,[],"",[],1,[],-1,[],"","",0,0,0
257,"MetaCastOnCritPlayer","",[],"",[],[],"",519356213,"",2,0,679,"","",[],"","","","","",0,0,0,"",320,[],"",[],1,[],-1,[],"","",0,0,0
258,"MetaCastWhenDamageTakenPlayer","",[],"",[],[],"",1943348959,"",2,0,678,"","",[],"","","","","",0,0,0,"",321,[],"",[],1,[],-1,[],"","",0,0,0
259,"MetaCastWhenStunnedPlayer","",[],"",[],[],"",2016413060,"",2,0,677,"","",[],"","","","","",0,0,0,"",322,[],"",[],1,[],-1,[],"","",0,0,0
260,"SupportExploitWeaknessPlayer",1,"[6,0,116]","","[134,280]","[134,280,74,73]","",1878763788,"",2,0,"","","",[],"","","","","",0,0,0,"",323,[],"",[],1,[],-1,[],"","",0,0,0
261,"SupportDevastatePlayer",1,"[6,0,116]","",[],[],"",519585385,"",2,0,"","","",[],"","","","","",0,0,0,"",324,[],"",[],1,[],-1,[],"","",0,0,0
262,"SupportMetaCastOnShockPlayer",1,"[1,30,73]","",[36],[49],"",1903272524,"",2,0,"","","",[],"","","","","",0,0,0,"",325,[],"",[],1,[],-1,[],"","",0,0,0
263,"SupportMetaCastOnFreezePlayer",1,"[1,30,73]","",[36],[49],"",1672583805,"",2,0,"","","",[],"","","","","",0,0,0,"",326,[],"",[],1,[],-1,[],"","",0,0,0
264,"SupportMetaCastOnIgnitePlayer",1,"[1,30,73]","",[36],[49],"",852296128,"",2,0,"","","",[],"","","","","",0,0,0,"",327,[],"",[],1,[],-1,[],"","",0,0,0
265,"SupportMetaCastOnElementalAilmentPlayer",1,"[1,30,73]","",[36],[49],"",1157789795,"",2,0,"","","",[],"","","","","",0,0,0,"",327,[],"",[],1,[],-1,[],"","",0,0,0
266,"SupportMetaCastOnMeleeKillPlayer",1,"[1,30,73]","","[36,90]",[49],"",2323699464,"",2,0,"","","",[],"","","","","",0,0,0,"",329,[],"",[],1,[],-1,[],"","",0,0,0
267,"SupportMetaCastOnDeathPlayer",1,"[1,30,73]","",[36],[49],"",1316374231,"",2,0,"","","",[],"","","","","",0,0,0,"",330,[],"",[],1,[],-1,[],"","",0,0,0
268,"SupportMetaCastOnCritPlayer",1,"[1,30,73]","",[36],[49],"",210897676,"",2,0,"","","",[],"","","","","",0,0,0,"",331,[],"",[],1,[],-1,[],"","",0,0,0
269,"SupportMetaCastWhenDamageTakenPlayer",1,"[1,30,73]","",[36],[49],"",727964974,"",2,0,"","","",[],"","","","","",0,0,0,"",332,[],"",[],1,[],-1,[],"","",0,0,0
270,"SupportMetaCastWhenStunnedPlayer",1,"[1,30,73]","",[36],[49],"",3784748618,"",2,0,"","","",[],"","","","","",0,0,0,"",333,[],"",[],1,[],-1,[],"","",0,0,0
271,"MetaBarrierInvocationPlayer","",[],"",[],[],"",1192701175,"",2,0,680,"","",[],"","","","","",0,0,0,"",334,[],"",[],1,[],-1,[],"","",0,0,0
272,"SupportBarrierInvocationPlayer",1,"[1,30,73]","",[36],[49],"",3763119201,"",2,0,"","","",[],"","","","","",0,0,0,"",335,[],"",[],1,[],-1,[],"","",0,0,0
273,"MetaElementalInvocationPlayer","",[],"",[],[],"",1538189112,"",2,0,872,"","",[],"","","","","",0,0,0,"",336,[],"",[],1,[],-1,[],"","",0,0,0
274,"SupportElementalInvocationPlayer",1,"[1,30,73]","",[36],[49],"",2782438000,"",2,0,"","","",[],"","","","","",0,0,0,"",337,[],"",[],1,[],-1,[],"","",0,0,0
275,"MetaCastOnDodgePlayer","",[],"",[],[],"",2827881062,"",2,0,681,"","",[],"","","","","",0,0,0,"",338,[],"",[],1,[],-1,[],"","",0,0,0
276,"SupportMetaCastOnDodgePlayer",1,"[1,30,73]","",[36],[49],"",92197799,"",2,0,"","","",[],"","","","","",0,0,0,"",339,[],"",[],1,[],-1,[],"","",0,0,0
277,"MetaCastWhileChannellingPlayer","",[],"",[],[],"",1527590390,"",2,0,682,"","",[],"","","","","",0,0,0,"",340,[],"",[],1,[],-1,[],"","",0,0,0
278,"SupportMetaCastWhileChannellingPlayer",1,"[1,30,73]","",[36],[49],"",609274979,"",2,0,"","","",[],"","","","","",0,0,0,"",341,[],"",[],1,[],-1,[],"","",0,0,0
279,"MetaCastOnMeleeStunPlayer","",[],"",[],[],"",3324132909,"",2,0,683,"","",[],"","","","","",0,0,0,"",342,[],"",[],1,[],-1,[],"","",0,0,0
280,"SupportMetaCastOnMeleeStunPlayer",1,"[1,30,73]","","[36,90]",[49],"",725167064,"",2,0,"","","",[],"","","","","",0,0,0,"",343,[],"",[],1,[],-1,[],"","",0,0,0
281,"MtxCoinFlipInnocencePlayer","",[],"",[],[],"",1286695761,"",2,500,579,"","",[],32,"",1,"","",0,0,0,"",344,[],"",[],1,[],-1,[],"","",0,0,0
282,"MtxCoinFlipPerandusPlayer","",[],"",[],[],"",1302740254,"",2,500,579,"","",[],32,"",1,"","",0,1,0,"",345,[],"",[],1,[],-1,[],"","",0,0,0
283,"MtxCoinFlipSinPlayer","",[],"",[],[],"",2626085921,"",2,500,579,"","",[],32,"",1,"","",0,2,0,"",346,[],"",[],1,[],-1,[],"","",0,0,0
284,"MtxCoinFlipSilverPlayer","",[],"",[],[],"",4015236530,"",2,500,579,"","",[],32,"",1,"","",0,3,0,"",347,[],"",[],1,[],-1,[],"","",0,0,0
