"rownum","Id","bool_8","IsLocal","IsWeaponLocal","Semantic","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","bool_23","IsVirtual","MainHandAlias_Stat","OffHandAlias_Stat","bool_41","HASH32","BelongsActiveSkills","Category","bool_78","bool_79","IsScalable","ContextFlags","DotFlag","WeaponHandCheck"
68,"local_maximum_added_chaos_damage","",1,"",3,"Local Maximum Added Chaos Damage","Dégâts de chaos locaux supplémentaires maxi","Lokal: Maximum an zusätzlichem Chaosschaden","ローカル 追加混沌ダメージの最大値","특정 최대 추가 카오스 피해","Dano de Caos Local Máximo Adicionado","Дополнительный максимальный урон хаосом","Daño máximo local de caos agregado","ความเสียหาย เคออส สูงสุดเพิ่มเติม ของไอเทม","此物品額外最大混沌傷害","","","","",1,1788772063,[],"","","",1,[],[],""
69,"attack_speed_+%",1,"","",1,"Attack Speed +%","+% à la Vitesse d'attaque","Angriffsgeschwindigkeit +%","アタックスピード +%","공격 속도 +%","+% de Velocidade de Ataque","Скорость атаки +%","Velocidad de ataque +%","ความเร็วในการโจมตี +%","攻擊速度 +%","","","","",1,1067510423,[],3,"","",1,[],[],""
70,"local_attack_speed_+%","",1,1,1,"Local Attack Speed +%","+% à la Vitesse d'attaque locale","Lokal: Angriffsgeschwindigkeit +%","ローカル アタックスピード +%","특정 공격 속도 +%","+% de Velocidade de Ataque Local","Скорость атаки +%","Velocidad de ataque local +%","ความเร็วในการโจมตี ของไอเทม +%","此次品攻擊速度 +%","","",819,836,1,3818994251,[],"","","",1,[],[],""
71,"melee_attack_speed_+%","","","",1,"Melee Attack Speed","Vitesse d'attaque en mêlée","Nahkampf-Angriffsgeschwindigkeit","近接アタックスピード","근접 공격 속도","Velocidade de Ataque Corpo a Corpo","Скорость атаки в ближнем бою","Velocidad de ataque cuerpo a cuerpo","ความเร็วในการโจมตี ประชิด","近戰攻擊速度","","","","",1,392499720,[],3,"","",1,[],[],""
72,"attack_speed_while_dual_wielding_+%","","","",1,"Attack Speed while Dual Wielding","Vitesse d'attaque avec deux armes","Angriffsgeschwindigkeit mit zwei Waffen","二刀流中のアタックスピード","쌍수 장착 시 공격 속도","Velocidade de Ataque com Dupla Empunhadura","Скорость атаки парным оружием","Velocidad de ataque con doble empuñadura","ความเร็วในการโจมตีขณะถือ อาวุธคู่","雙持近戰攻擊速度","","","","",1,3939532789,[],3,"","",1,[],[],""
73,"axe_attack_speed_+%","","","",1,"Attack Speed with Axes","Vitesse d'attaque avec les Haches","Angriffsgeschwindigkeit mit Äxten","斧のアタックスピード","도끼 공격 속도","Velocidade de Ataque com Machados","Скорость атаки топором","Velocidad de ataque con hachas","ความเร็วในการโจมตีด้วย ขวาน","斧類攻擊速度","","","","",1,4115077030,[],3,"","",1,[],[],""
74,"quarterstaff_attack_speed_+%","","","",1,"Attack Speed with Staves","Vitesse d'attaque avec les Bâtons","Angriffsgeschwindigkeit mit Stäben","スタッフのアタックスピード","지팡이 공격 속도","Velocidade de Ataque com Cajados","Скорость атаки посохом","Velocidad de ataque con báculos","ความเร็วในการโจมตีด้วย ไม้พลอง","杖類攻擊速度","","","","",1,1444089960,[],3,"","",1,[],[],""
75,"claw_attack_speed_+%","","","",1,"Attack Speed with Claws","Vitesse d'attaque avec les Griffes","Angriffsgeschwindigkeit mit Klauen","鉤爪のアタックスピード","클로 공격 속도","Velocidades de Ataque com Garras","Скорость атаки когтями","Velocidad de ataque con garras","ความเร็วในการโจมตีด้วย กรงเล็บ","爪類攻擊速度","","","","",1,10516126,[],3,"","",1,[],[],""
76,"dagger_attack_speed_+%","","","",1,"Attack Speed with Daggers","Vitesse d'attaque avec les Dagues","Angriffsgeschwindigkeit mit Dolchen","短剣のアタックスピード","단검 공격 속도","Velocidade de Ataque com Adagas","Скорость атаки кинжалом","Velocidad de ataque con dagas","ความเร็วในการโจมตีด้วย มีด","匕首類攻擊速度","","","","",1,4238900273,[],3,"","",1,[],[],""
77,"mace_attack_speed_+%","","","",1,"Attack Speed with Maces","Vitesse d'attaque avec les Masses","Angriffsgeschwindigkeit mit Streitkolben","メイスのアタックスピード","철퇴 공격 속도","Velocidade de Ataque com Maças","Скорость атаки булавой","Velocidad de ataque con mazas","ความเร็วในการโจมตีด้วย กระบอง","槌類攻擊速度","","","","",1,1792355518,[],3,"","",1,[],[],""
78,"bow_attack_speed_+%","","","",1,"Attack Speed with Bows","Vitesse d'attaque avec les Arcs","Angriffsgeschwindigkeit mit Bögen","弓のアタックスピード","활 공격 속도","Velocidade de Ataque com Arcos","Скорость атаки луком","Velocidad de ataque con arcos","ความเร็วในการโจมตีด้วย ธนู","弓類攻擊速度","","","","",1,910131726,[],3,"","",1,[],[],""
79,"sword_attack_speed_+%","","","",1,"Attack Speed with Swords","Vitesse d'attaque avec les Épées","Angriffsgeschwindigkeit mit Schwertern","剣のアタックスピード","검 공격 속도","Velocidade de Ataque com Espadas","Скорость атаки мечом","Velocidad de ataque con espadas","ความเร็วในการโจมตีด้วย ดาบ","劍類攻擊速度","","","","",1,1781295952,[],3,"","",1,[],[],""
80,"wand_attack_speed_+%","","","",1,"Attack Speed with Wands","Vitesse d'attaque avec les Baguettes","Angriffsgeschwindigkeit mit Zauberstäben","ワンドのアタックスピード","마법봉 공격 속도","Velocidade de Ataque com Varinhas","Скорость атаки жезлом","Velocidad de ataque con varitas","ความเร็วในการโจมตีด้วย ไม้กายสิทธิ์","法杖類攻擊速度","","","","",1,2736065081,[],3,"","",1,[],[],""
81,"shield_attack_speed_+%","","","",1,"Attack Speed with Shields","Vitesse d'attaque avec les Boucliers","Angriffsgeschwindigkeit mit Schilden","盾のアタックスピード","방패 공격 속도","Velocidade de Ataque com Escudos","Скорость атаки щитом","Velocidad de ataque con escudos","ความเร็วในการโจมตีด้วย โล่","盾牌攻擊速度","","","","",1,1314749611,[],"","","",1,[],[],""
82,"accuracy_rating","","","",3,"Accuracy Rating","Score de Précision","Treffgenauigkeit","命中力","정확도","Precisão","Меткость","Precisión","อัตราความแม่นยำ","命中值","","","","",1,552754587,[],5,"","",1,[],[],""
83,"accuracy_rating_+%",1,"","",1,"Accuracy Rating +%","+% au Score de Précision","Treffgenauigkeit +%","命中力 +%","정확도 +%","% de Precisão","Меткость +%","Precisión +%","อัตราความแม่นยำ +%","命中值 +%","","","","",1,4041047601,[],5,"","",1,[],[],""
84,"accuracy_rating_while_dual_wielding_+%","","","",1,"Accuracy Rating while Dual Wielding +%","+% au Score de Précision avec deux armes","Treffgenauigkeit mit zwei Waffen","二刀流中の命中力 +%","쌍수 장착 시 정확도 +%","Precisão com Dupla Empunhadura","Меткость при парном оружии +%","Precisión con doble empuñadura +%","อัตราความแม่นยำขณะ ถืออาวุธคู่ +%","雙持命中值 +%","","","","",1,1669799203,[],5,"","",1,[],[],""
85,"axe_accuracy_rating_+%","","","",1,"Accuracy Rating with Axes","+% au Score de Précision avec les Haches","Treffgenauigkeit mit Äxten","斧の命中力","도끼 정확도","Precisão com Machados","Меткость с топором","Precisión con hachas","อัตราความแม่นยำด้วย ขวาน","斧類命中值","","","","",1,2264347522,[],5,"","",1,[],[],""
86,"quarterstaff_accuracy_rating_+%","","","",1,"Accuracy Rating with Staves","+% au Score de Précision avec les Bâtons","Treffgenauigkeit mit Stäben","スタッフの命中力","지팡이 정확도","Precisão com Cajados","Меткость с посохом","Precisión con báculos","อัตราความแม่นยำด้วย ไม้พลอง","杖類命中值","","","","",1,1362608878,[],5,"","",1,[],[],""
87,"claw_accuracy_rating_+%","","","",1,"Accuracy Rating with Claws","+% au Score de Précision avec les Griffes","Treffgenauigkeit mit Klauen","鉤爪の命中力","클로 정확도","Precisão com Garras","Меткость с когтями","Precisión con garras","อัตราความแม่นยำด้วย กรงเล็บ","爪類命中值","","","","",1,4036675381,[],5,"","",1,[],[],""
88,"dagger_accuracy_rating_+%","","","",1,"Accuracy Rating with Daggers","+% au Score de Précision avec les Dagues","Treffgenauigkeit mit Dolchen","短剣の命中力","단검 정확도","Precisão com Adagas","Меткость с кинжалами","Precisión con dagas","อัตราความแม่นยำด้วย มีด","匕首類命中值","","","","",1,176779968,[],5,"","",1,[],[],""
89,"mace_accuracy_rating_+%","","","",1,"Accuracy Rating with Maces","+% au Score de Précision avec les Masses","Treffgenauigkeit mit Streitkolben","メイスの命中力","철퇴 정확도","Precisão com Maças","Меткость с булавами","Precisión con mazas","อัตราความแม่นยำด้วย กระบอง","槌類命中值","","","","",1,1593823747,[],5,"","",1,[],[],""
90,"bow_accuracy_rating_+%","","","",1,"Accuracy Rating with Bows","+% au Score de Précision avec les Arcs","Treffgenauigkeit mit Bögen","弓の命中力","활 정확도","Precisão com Arcos","Меткость с луком","Precisión con arcos","อัตราความแม่นยำด้วย ธนู","弓類命中值","","","","",1,4070485355,[],5,"","",1,[],[],""
91,"sword_accuracy_rating_+%","","","",1,"Accuracy Rating with Swords","+% au Score de Précision avec les Épées","Treffgenauigkeit mit Schwertern","剣の命中力","검 정확도","Precisão com Espadas","Меткость с мечом","Precisión con espadas","อัตราความแม่นยำด้วย ดาบ","劍類命中值","","","","",1,814552329,[],5,"","",1,[],[],""
92,"wand_accuracy_rating_+%","","","",1,"Accuracy Rating with Wands","+% au Score de Précision avec les Baguettes","Treffgenauigkeit mit Zauberstäben","ワンドの命中力","마법봉 정확도","Precisão com Varinhas","Меткость с жезлом","Precisión con varitas","อัตราความแม่นยำด้วย ไม้กายสิทธิ์","法杖類命中值","","","","",1,362619878,[],5,"","",1,[],[],""
93,"poison_on_critical_strike_with_dagger","","","",4,"Poisons on Critical Strike with Dagger","Empoisonne sur coup crit. avec les Dagues","Vergiftung bei kritischem Treffer mit Dolch","短剣によるクリティカルストライク時の毒","단검 치명타 시 중독","Envenena no Acerto Crítico com Adaga","Отравление при критическом ударе кинжалом","Envenena al infligir golpes críticos con dagas","โอกาสสร้างสถานะ พิษ เมื่อคริติคอล ของมีด","匕首暴擊造成毒傷","","","","",1,2193414017,[],"","","","",[],[],""
