"rownum","BaseItemType","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","VaalVariant_BaseItemType","IsVaalVariant","GlobalSkillLevelStat","GemType","bool_65","bool_66","AwakenedVariant","RegularVariant","GemColour","MinLevelReq","ItemExperienceType","CraftingTypes","MtxSlotTypes","bool_139","GemEffects","bool_156","TutorialVideo","UI_Image","i32_173","CraftingLevel","bool_181","i32_182","bool_186","SearchTerms","Tier","GroundEffect","[rid]_223","BaseSkillGem","bool_247","bool_248","bool_249"
633,4140,0,100,0,"","","",1,1,1,"","",2,1,0,[2],[0],"",[589],"","","",0,1,"",0,"","[1,7]",1,[],[],"",1,"",""
634,4141,0,100,0,"","","",1,1,1,"","",2,1,0,[2],[0],"",[590],"","","",0,4,"",0,"","[1,7]",2,[],[],"",1,"",""
635,4221,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[591],"","","",0,1,"",0,"","[4,7]",1,[],[],"",1,"",""
636,4222,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[592],"","","",0,4,"",0,"","[4,7]",2,[],[],"",1,"",""
637,4041,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[593],"","","",0,1,"",0,"","[0,7]",1,[],[],"",1,"",""
638,4042,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[594],"","","",0,4,"",0,"","[0,7]",2,[],[],"",1,"",""
639,4043,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[595],"","","",0,2,"",0,"","[0,7]",1,[],[],"",1,"",""
640,4044,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[596],"","","",0,4,"",0,"","[0,7]",2,[],[],"",1,"",""
641,4045,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[597],"","","",0,3,"",0,"","[0,7]",1,[],[],"",1,"",""
642,4046,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[598],"","","",0,4,"",0,"","[0,7]",2,[],[],"",1,"",""
643,4381,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[599],"","","",0,0,"",0,"",[],0,[],[],"","","",""
644,4215,0,0,100,"","","",1,1,1,"","",3,1,0,[],[0],"",[600],"","","",0,0,"",0,"",[4],0,[],[],"","","",""
645,4036,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[601],"","","",0,3,"",0,"",[0],0,[],[],"",1,"",""
646,4134,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[602],"","","",0,4,"",0,"",[1],1,[],[],"",1,"",""
647,4135,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[603],"","","",0,5,"",0,"",[1],2,[],[],"",1,"",""
648,4214,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[604],"","","",0,1,"",0,"",[4],0,[],[],"",1,"",""
649,4033,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[605],"","","",0,2,"",0,"",[0],1,[],[],"",1,"",""
650,4034,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[606],"","","",0,3,"",0,"",[0],2,[],[],"",1,"",""
651,4035,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[607],"","","",0,4,"",0,"",[0],3,[],[],"",1,"",""
652,4132,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[608],"","","",0,2,"",0,"","[1,2,3]",1,[],[],"",1,"",""
653,4133,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[609],"","","",0,3,"",0,"","[1,2,3]",2,[],[],"",1,"",""
654,4136,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[610],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
655,4137,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[611],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
656,4037,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[612],"","","",0,0,"",0,"","[0,2,3]",0,[],[],"","","",""
657,4216,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[613],"","","",0,3,"",0,"",[4],0,[],[],"",1,"",""
658,4217,0,0,100,"","","",1,1,1,"","",3,65,17,[],[0],"",[614],"","","",0,0,"",0,"",[4],0,[],[],"","","",""
659,4218,0,0,100,"","","",1,1,1,"","",3,65,17,[],[0],"",[1093],"","","",0,0,"",0,"",[4],0,[],[],"","","",""
660,4219,100,0,0,"","","",1,1,1,"","",1,65,17,[],[0],"",[1094],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
661,4220,100,0,0,"","","",1,1,1,"","",1,65,17,[],[0],"",[1095],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
662,4038,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[615],"","","",0,1,"",0,"","[0,2,3]",1,[],[],"",1,"",""
663,4039,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[616],"","","",0,2,"",0,"","[0,2,3]",2,[],[],"",1,"",""
664,4040,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[617],"","","",0,5,"",0,"","[0,2,3]",3,[],[],"",1,"",""
665,4138,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[618],"","","",0,3,"",0,"","[1,2,3]",0,[],[],"",1,"",""
666,4139,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[619],"","","",0,4,"",0,"",[],0,[],[],"",1,"",""
667,4382,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[620],"","","",0,0,"",0,"",[],0,[],[],"","","",""
668,4383,0,100,0,"","","",0,1,1,"","",2,32,0,[2],[0],"",[621],"","Art/Videos/SkillTutorials/IceShot.bk2","",0,9,"",2,"",[],0,[],[],"",1,"",""
669,4384,50,50,0,"","","",0,1,1,"","",4,11,0,[9],[0],"",[622],"","","",2,4,"",2,"",[],0,[],[],"",1,1,""
670,4385,50,50,0,"","","",0,1,1,"","",4,27,0,[9],[0],"",[623],"","","",2,8,"",2,"",[],0,[],[],"",1,1,""
671,4407,50,50,0,"","","",0,1,1,"","",4,59,0,"[9,6]",[0],"",[624],"","","",2,14,"",2,"",[],0,[],[],"",1,1,""
672,4386,0,50,50,"","","",0,1,1,"","",4,23,0,"[10,2]",[0],"",[625],"","Art/Videos/SkillTutorials/FreezingMark.bk2","",1,7,"",2,"",[],0,[],[],"",1,"",""
673,4387,0,100,0,"","","",0,1,1,"","",2,23,0,[2],[0],"",[626],"","Art/Videos/SkillTutorials/VoltaicMark.bk2","",3,7,"",2,"",[],0,[],[],"",1,"",""
674,4388,0,50,50,"","","",2,1,1,"","",4,32,0,[10],[0],"",[628],"","Art/Videos/SkillTutorials/HandOfChayula.bk2","",0,9,"",2,"",[],0,[],[],"",1,"",""
675,4391,75,0,25,"","","",0,1,1,"","",1,27,0,"[6,11]",[0],"",[650],"","","",0,8,"",2,"",[],0,[],[],"",1,1,""
676,4392,0,50,50,"","","",2,1,1,"","",4,27,0,"[7,10]",[0],"",[651],"","","",0,8,"",2,"",[],0,[],[],"",1,1,""
677,4398,50,50,0,"","","",0,1,1,"","",4,11,0,[9],[0],"",[652],"","","",0,4,"",2,"",[],0,[],[],"",1,1,""
678,4399,0,0,100,"","","",0,1,1,"","",3,59,0,[7],[0],"",[653],"","","",3,14,"",2,"",[],0,[],[],"",1,1,""
679,4402,50,50,0,"","","",0,1,1,"","",4,42,0,[9],[0],"",[657],"","Art/Videos/SkillTutorials/EmergencyReload.bk2","",0,11,"",2,"",[],0,[],[],"",1,"",""
680,4403,100,0,0,"","","",1,1,1,"","",1,1,17,[7],[0],"",[658],"","","",0,2,"",0,"",[0],0,[],[],"",1,"",""
681,4404,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[659],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
682,4405,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[660],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
683,4047,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[661],"","","",0,2,"",0,"",[0],1,[],[],"",1,"",""
684,4048,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[662],"","","",0,4,"",0,"",[0],2,[],[],"",1,"",""
685,4049,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[663],"","","",0,0,"",0,"",[0],3,[],[],"","","",""
686,4050,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[664],"","","",0,2,"",0,"",[0],0,[],[],"",1,"",""
687,4406,50,50,0,"","","",0,1,1,"","",4,53,0,[9],[0],"",[665],"","Art/Videos/SkillTutorials/ClusterGrenade.bk2","",3,13,"",2,"",[],0,[],[],"",1,"",""
688,4408,0,100,0,"","","",0,1,1,"","",2,42,0,[2],[0],"",[667],"","Art/Videos/SkillTutorials/TornadoShot.bk2","",0,11,"",2,"",[],0,[],[],"",1,"",""
689,4454,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[668],"","","",0,0,"",0,"",[],0,[],[],"","","",""
690,4455,0,50,50,"","","",0,1,1,"","",4,59,0,"[10,9]",[0],"",[669],"","","",0,14,"",2,"",[],0,[],[],"",1,1,""
691,4456,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[670],"","","",0,5,"",0,"",[0],0,[],[],"",1,"",""
692,4457,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[671],"","","",0,4,"",0,"",[4],0,[],[],"",1,"",""
693,4458,50,50,0,"","","",0,1,1,"","",4,27,0,[9],[0],"",[672],"","","",0,8,"",2,"",[],0,[],[],"",1,1,""
694,4459,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[673],"","","",0,1,"",0,"","[0,8]",1,[],[],"",1,"",""
695,4460,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[674],"","","",0,2,"",0,"",[],2,[],[],"",1,"",""
696,4461,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[675],"","","",0,5,"",0,"",[],3,[],[],"",1,"",""
697,4462,0,100,0,"","","",1,1,1,"","",2,65,17,[],[0],"",[676],"","","",0,0,"",0,"",[],0,[],[],"","","",""
698,4463,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[677],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
699,4464,0,100,0,"","","",1,1,1,"","",2,1,17,[9],[0],"",[678],"","","",0,2,"",0,"",[1],1,[],[],"",1,"",""
700,4465,0,100,0,"","","",1,1,1,"","",2,1,17,[9],[0],"",[679],"","","",0,4,"",0,"",[1],2,[],[],"",1,"",""
701,4466,0,100,0,"","","",1,1,1,"","",2,1,17,[9],[0],"",[680],"","","",0,5,"",0,"",[1],3,[],[],"",1,"",""
702,4467,0,100,0,"","","",1,1,1,"","",2,65,17,[],[0],"",[681],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
703,4468,0,100,0,"","","",1,1,1,"","",2,1,17,[9],[0],"",[682],"","","",0,4,"",0,"","[1,8]",0,[],[],"",1,"",""
704,4469,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[683],"","","",0,2,"",0,"","[0,8]",1,[],[],"",1,"",""
705,4470,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[684],"","","",0,4,"",0,"","[0,8]",2,[],[],"",1,"",""
706,4471,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[685],"","","",0,1,"",0,"","[4,9,10,11,12]",1,[],[],"",1,"",""
707,4472,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[686],"","","",0,3,"",0,"","[4,9,10,11,12]",2,[],[],"",1,"",""
708,4473,100,0,0,"","","",0,1,1,"","",1,27,0,"[6,9,11]",[0],"",[687],"","","",0,8,"",2,"",[],0,[],[],"",1,1,""
709,4474,0,100,0,"","","",0,1,1,"","",2,59,0,[2],[0],"",[688],"","","",0,14,"",2,"",[],0,[],[],"",1,1,""
710,4475,0,50,50,"","","",2,1,1,"","",4,59,0,[10],[0],"",[689],"","","",0,14,"",2,"",[],0,[],[],"",1,1,""
711,4476,0,0,100,"","","",0,1,1,"","",3,59,0,[1],[0],"",[690],"","","",0,14,"",2,"",[],0,[],[],"",1,1,""
712,4477,0,0,100,"","","",0,1,1,"","",3,59,0,[7],[0],"",[691],"","","",2,14,"",2,"",[],0,[],[],"",1,1,""
713,4478,0,100,0,"","","",0,1,1,"","",2,53,0,[2],[0],"",[692],"","Art/Videos/SkillTutorials/MagneticSalvo.bk2","",2,13,"",2,"",[],0,[],[],"",1,"",""
714,4479,0,100,0,"","","",0,1,1,"","",2,7,0,[2],[0],"",[693],"","Art/Videos/SkillTutorials/FreezingSalvo.bk2","",1,3,"",2,"",[],0,[],[],"",1,"",""
715,4480,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[694],"","","",0,0,"",0,"",[],0,[],[],"","","",""
716,4481,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[695],"","","",0,0,"",0,"",[],0,[],[],"","","",""
717,4482,100,0,0,"","","",0,1,1,"","",1,59,0,[6],[0],"",[696],"","","",0,14,"",2,"",[],0,[],[],"",1,1,""
718,4483,0,100,0,"","","",0,1,1,"","",2,27,0,[2],[0],"",[697],"","","",1,8,"",2,"",[],0,[],[],"",1,1,""
719,4484,50,50,0,"","","",0,1,1,"","",4,11,0,[8],[0],"",[698],"","","",0,4,"",2,"",[],0,[],[],"",1,1,""
720,4485,0,0,100,"","","",0,1,1,"","",3,10,0,[1],[0],"",[699],"","","",0,4,"",2,"",[],0,[],[],"",1,1,""
721,4486,0,0,100,"","","",0,1,1,"","",3,10,0,[1],[0],"",[700],"","","",0,4,"",2,"",[],0,[],[],"",1,1,""
722,4488,0,100,0,"","","",2,1,1,"","",2,27,0,"[2,8]",[0],"",[701],"","Art/Videos/SkillTutorials/MirageArcher.bk2","",0,8,"",2,"",[],0,[],[],"",1,1,""
723,4491,0,100,0,"","","",0,1,1,"","",2,27,0,"[2,8]",[0],"",[702],"","","",0,8,"",2,"",[],0,[],[],"",1,1,""
724,4492,0,0,0,"","","",2,1,1,"","",4,1,0,[],[0],"",[703],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
725,4493,0,50,50,"","","",2,1,1,"","",4,1,0,[],[0],"",[704],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
726,4494,0,50,50,"","","",0,1,1,"","",4,53,0,[10],[0],"",[705],"","Art/Videos/SkillTutorials/GatheringStorm.bk2","",0,13,"",2,"",[],0,[],[],"",1,"",""
727,4495,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[706],"","","",0,0,"",0,"",[],0,[],[],"","","",""
728,4496,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[707],"","","",0,0,"",0,"",[],0,[],[],"","","",""
729,4497,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[708],"","","",0,3,"",0,"",[0],1,[],[],"",1,"",""
730,4498,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[709],"","","",0,5,"",0,"",[],2,[],[],"",1,"",""
731,4499,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[710],"","","",0,1,"",0,"",[0],1,[],[],"",1,"",""
732,4500,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[711],"","","",0,5,"",0,"",[0],2,[],[],"",1,"",""
733,4501,100,0,0,"","","",1,1,1,"","",1,65,17,[],[0],"",[712],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
734,4502,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[713],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
735,4503,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[714],"","","",0,2,"",0,"",[1],1,[],[],"",1,"",""
736,4504,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[715],"","","",0,4,"",0,"",[1],2,[],[],"",1,"",""
737,4505,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[716],"","","",0,0,"",0,"",[1],3,[],[],"","","",""
738,4506,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[717],"","","",0,2,"",0,"",[0],1,[],[],"",1,"",""
739,4507,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[718],"","","",0,3,"",0,"",[0],2,[],[],"",1,"",""
740,4508,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[719],"","","",0,4,"",0,"",[0],3,[],[],"",1,"",""
741,4509,100,0,0,"","","",1,1,1,"","",1,1,17,[9],[0],"",[720],"","","",0,4,"",0,"",[0],1,[],[],"",1,"",""
742,4510,100,0,0,"","","",1,1,1,"","",1,1,17,[9],[0],"",[721],"","","",0,5,"",0,"",[0],2,[],[],"",1,"",""
743,4511,0,100,0,"","","",1,1,1,"","",2,1,17,[9],[0],"",[722],"","","",0,4,"",0,"",[1],0,[],[],"",1,"",""
744,4512,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[723],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
745,4513,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[724],"","","",0,3,"",0,"",[0],1,[],[],"",1,"",""
746,4514,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[725],"","","",0,5,"",0,"",[0],2,[],[],"",1,"",""
747,4515,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[726],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
748,4516,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[727],"","","",0,3,"",0,"","[4,2,3]",0,[],[],"",1,"",""
749,4517,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[728],"","","",0,5,"",0,"","[4,2,3]",0,[],[],"",1,"",""
750,4518,0,0,100,"","","",1,1,1,"","",3,65,17,[],[0],"",[729],"","","",0,0,"",0,"",[],0,[],[],"","","",""
751,4519,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[730],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
752,4520,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[731],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
753,4521,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[732],"","","",0,5,"",0,"","[0,2,3]",0,[],[],"",1,"",""
754,4522,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[733],"","","",0,2,"",0,"","[4,2,3]",0,[],[],"",1,"",""
755,4523,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[734],"","","",0,3,"",0,"",[4],0,[],[],"",1,"",""
756,4524,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[735],"","","",0,3,"",0,"",[4],0,[],[],"",1,"",""
757,4525,0,100,0,"","","",1,1,1,"","",2,1,17,[10],[0],"",[736],"","","",0,3,"",0,"",[1],0,[],[],"",1,"",""
758,4526,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[737],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
759,4527,0,100,0,"","","",1,1,1,"","",2,1,17,[10],[0],"",[738],"","","",0,3,"",0,"",[1],1,[],[],"",1,"",""
760,4528,0,100,0,"","","",1,1,1,"","",2,1,17,[10],[0],"",[739],"","","",0,5,"",0,"",[1],2,[],[],"",1,"",""
761,4529,0,0,100,"","","",1,1,1,"","",3,1,17,[],[0],"",[740],"","","",0,0,"",0,"",[4],0,[],[],"","","",""
762,4530,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[741],"","","",0,1,1,0,"",[4],0,[],[],"",1,"",""
763,4531,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[742],"","","",0,2,1,0,"",[4],0,[],[],"",1,"",""
764,4532,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[743],"","","",0,3,1,0,"",[4],0,[],[],"",1,"",""
765,4533,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[744],"","","",0,3,"",0,"",[4],0,[],[],"",1,"",""
766,4534,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[745],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
767,4535,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[746],"","","",0,3,"",0,"",[4],0,[],[],"",1,"",""
768,4536,0,0,100,"","","",1,1,1,"","",3,65,17,[],[0],"",[747],"","","",0,0,"",0,"",[4],0,[],[],"","","",""
769,4537,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[748],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
770,4538,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[749],"","","",0,3,"",0,"",[4],0,[],[],"",1,"",""
771,4539,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[750],"","","",0,2,"",0,"",[4],1,[],[],"",1,"",""
772,4540,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[751],"","","",0,4,"",0,"",[4],2,[],[],"",1,"",""
773,4541,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[752],"","","",0,2,"",0,"",[4],1,[],[],"",1,"",""
774,4542,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[753],"","","",0,3,"",0,"",[4],2,[],[],"",1,"",""
775,4543,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[754],"","","",0,3,"",0,"","[4,13,14]",0,[],[],"",1,"",""
776,4544,0,0,100,"","","",1,1,1,"","",3,65,17,[],[0],"",[755],"","","",0,0,"",0,"","[4,13,14]",0,[],[],"","","",""
777,4545,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[756],"","","",0,1,"",0,"","[4,13]",1,[],[],"",1,"",""
778,4546,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[757],"","","",0,3,"",0,"","[4,13]",2,[],[],"",1,"",""
779,4547,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[758],"","","",0,2,"",0,"","[4,15,16]",1,[],[],"",1,"",""
780,4548,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[759],"","","",0,4,"",0,"","[4,15,16]",2,[],[],"",1,"",""
781,4549,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[760],"","","",0,5,"",0,"","[4,15,16]",3,[],[],"",1,"",""
782,4554,0,0,100,"","","",1,1,1,"","",3,1,17,[],[0],"",[761],"","","",0,0,"",0,"","[4,15,16]",0,[],[],"","","",""
783,4550,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[762],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
784,4551,0,100,0,"","","",1,1,1,"","",2,1,17,[9],[0],"",[763],"","","",0,2,"",0,"","[1,17,18,19,20]",1,[],[],"",1,"",""
785,4552,0,100,0,"","","",1,1,1,"","",2,1,17,[9],[0],"",[764],"","","",0,3,"",0,"","[1,17,18,19,20]",2,[],[],"",1,"",""
786,4553,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[765],"","","",0,0,"",0,"","[1,17,18,19,20]",3,[],[],"","","",""
787,4555,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[766],"","","",0,2,"",0,"","[0,21,22,23,24,25]",1,[],[],"",1,"",""
788,4556,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[767],"","","",0,4,"",0,"","[0,21,22,23,24,25]",2,[],[],"",1,"",""
789,4557,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[768],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
790,4558,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[769],"","","",0,3,"",0,"",[1],0,[],[],"",1,"",""
791,4559,0,100,0,"","","",1,1,1,"","",2,1,17,[8],[0],"",[770],"","","",0,2,"",0,"",[1],0,[],[],"",1,"",""
792,4560,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[771],"","","",0,2,"",0,"",[1],0,[],[],"",1,"",""
793,4561,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[772],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
794,4562,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[773],"","","",0,3,"",0,"",[1],1,[],[],"",1,"",""
795,4563,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[774],"","","",0,4,"",0,"",[],2,[],[],"",1,"",""
796,4564,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[775],"","","",0,5,"",0,"",[],3,[],[],"",1,"",""
797,4565,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[776],"","","",0,4,"",0,"",[4],0,[],[],"",1,"",""
798,4566,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[777],"","","",0,3,"",0,"",[1],1,[],[],"",1,"",""
799,4567,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[778],"","","",0,5,"",0,"",[1],2,[],[],"",1,"",""
800,4568,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[779],"","","",0,1,"",0,"",[4],1,[],[],"",1,"",""
801,4569,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[780],"","","",0,5,"",0,"",[],2,[],[],"",1,"",""
802,4570,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[781],"","","",0,1,"",0,"",[4],1,[],[],"",1,"",""
803,4571,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[782],"","","",0,4,"",0,"",[4],2,[],[],"",1,"",""
804,4572,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[783],"","","",0,1,"",0,"",[0],1,[],[],"",1,"",""
805,4573,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[784],"","","",0,3,"",0,"",[0],2,[],[],"",1,"",""
806,4574,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[785],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
807,4575,0,0,100,"","","",1,1,1,"","",3,1,17,[],[0],"",[786],"","","",0,0,"",0,"",[4],0,[],[],"","","",""
808,4576,0,100,0,"","","",1,1,1,"","",2,1,17,[],[0],"",[787],"","","",0,0,"",0,"",[1],0,[],[],"","","",""
809,4577,0,0,100,"","","",1,1,1,"","",3,1,17,[10],[0],"",[788],"","","",0,3,"",0,"",[4],0,[],[],"",1,"",""
810,4578,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[789],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
811,4579,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[790],"","","",0,1,"",0,"",[0],0,[],[],"",1,"",""
812,4580,0,0,100,"","","",1,1,1,"","",3,1,17,[],[0],"",[791],"","","",0,0,"",0,"",[4],0,[],[],"","","",""
813,4581,0,0,100,"","","",1,1,1,"","",3,1,17,[1],[0],"",[792],"","","",0,2,"",0,"",[4],0,[],[],"",1,"",""
814,4582,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[793],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
815,4583,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[794],"","","",0,4,"",0,"",[4],0,[],[],"",1,"",""
816,4584,0,100,0,"","","",1,1,1,"","",2,1,17,[2],[0],"",[795],"","","",0,4,"",0,"",[1],0,[],[],"",1,"",""
817,4585,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[796],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
