"rownum","Id","Text","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool_96","[i32]_97","i32_113","[rid]_117","bool_133","[rid]_134","bool_150","[rid]_151"
61,"BlockChanceStats","","Chances de Bloquer les Dégâts des attaques","Chance auf Blocken von Angriffsschaden","アタックブロック率","","Chance de Bloquear Dano de Ataques","Шанс блока урона от атак","Probabilidad de bloquear el daño de los ataques","โอกาสบล็อคความเสียหาย โจมตี","","[945,14146]",12,[6859],[],33,1,[],0,[],"",[],"",[]
62,"EstimatedProjBlockChance","Estimated Chance to [Block] [Projectile|Projectiles]","Chances de [Block|Bloquer] les [Projectile|Projectiles] estimées","Geschätzte Chance auf [Block|Blocken] von [Projectile|Projektilen]","[Projectile|投射物]推定[Block|ブロック]率","예상 [Projectile|투사체] [Block|막기] 확률","Chance de [Block|Bloqueio] de [Projectile|Projéteis] ","Ожидаемый шанс [Block|блока] [Projectile|снарядов]","Probabilidad estimada de [Block|bloquear] [Projectile|proyectiles]","โอกาส[Block|บล็อค] [Projectile|โพรเจกไทล์] โดยประมาณ","預期[Block|格擋][Projectile|投射物]機率",[22391],1,"[1071,6859]",[],33,1,[],0,[],"",[],"",[]
63,"BlockRec","[Block] Recovery modifier","Modificateur de Récupération de [Block|Blocage]","Modifikator für [Block|Block]erholung","[Block|ブロック]復帰モッド","[Block|막기] 회복 속성","Modificador de Recuperação do [Block|Bloqueio] ","Модификатор восстановления после [Block|блока]","Modificador de la recuperación del [Block|bloqueo]","ม็อดการฟื้นตัวจากการ[Block|บล็อค]","[Block|格擋]恢復修正",[17079],7,[6859],[],33,1,[],0,[],"",[],"",[]
64,"FireResist","","Résistance au feu","Feuerwiderstand","火耐性","","Resistência a Fogo","Сопротивление огню","Resistencia al fuego","ค่าต้านทาน ไฟ","","[299,137]",12,[],[],32,"",[],4,[],"",[],"",[]
65,"ColdResist","","Résistance au froid","Kältewiderstand","冷気耐性","","Resistência a Gelo","Сопротивление холоду","Resistencia al hielo","ค่าต้านทาน น้ำแข็ง","","[298,139]",12,[],[],32,"",[],4,[],"",[],"",[]
66,"LightningResist","","Résistance à la foudre","Blitzwiderstand","雷耐性","","Resistência a Raio","Сопротивление молнии","Resistencia al rayo","ค่าต้านทาน สายฟ้า","","[300,141]",12,[],[],32,"",[],4,[],"",[],"",[]
67,"ChaosResist","","Résistance au chaos","Chaoswiderstand","混沌耐性","","Resistência a Caos","Сопротивление хаосу","Resistencia al caos","ค่าต้านทาน เคออส","","[301,143]",12,[],[],32,"",[],4,[],"",[],"",[]
68,"ChaosResistAgainstDegen","Chaos Resistance against Damage over time","Résistance aux Dégâts de chaos sur la durée","Chaoswiderstand gegen Schaden über Zeit","継続ダメージに対する混沌耐性","지속 피해 대응 카오스 저항","Resistência a Caos contra Dano Degenerativo","Сопротивление хаосу от постепенного урона","Resistencia al caos contra el daño degenerativo","ค่าต้านทาน เคออส ต่อความเสียหายต่อเนื่อง","對持續傷害的混沌抗性",[5647],11,[5781],[707],32,"",[],0,[],"",[],"",[]
69,"FireResistTop","","","","","","","","","","",[299],11,[],[1992],45,"",[],0,[],"",[],"",[]
70,"FireResistUncappedTop","","","","","","","","","","",[2034],11,[],[1992],45,"",[],0,[],"",[],"",[]
71,"ColdResistTop","","","","","","","","","","",[298],11,[],[1992],45,"",[],0,[],"",[],"",[]
72,"ColdResistUncappedTop","","","","","","","","","","",[2035],11,[],[1992],45,"",[],0,[],"",[],"",[]
73,"LightningResistTop","","","","","","","","","","",[300],11,[],[1992],45,"",[],0,[],"",[],"",[]
74,"LightningResistUncappedTop","","","","","","","","","","",[2036],11,[],[1992],45,"",[],0,[],"",[],"",[]
75,"ChaosResistTop","","","","","","","","","","",[301],11,[],[],45,"",[],0,[],"",[],"",[]
76,"ChaosResistUncappedTop","","","","","","","","","","",[2037],11,[],[],45,"",[],0,[],"",[],"",[]
77,"StunImmune","","Immunité à l'Étourdissement","Kann nicht betäubt werden","スタン状態にならないか","","Não pode ser Atordoado","Иммунитет к оглушению","No te pueden aturdir","ไม่ติดสถานะ สตัน","",[1185],12,[],[],35,1,[],0,[],"",[],"",[]
78,"StunRec","[StunRecovery|Stun Recovery] modifier","Modificateur de [StunRecovery|Récupération d'Étourdissement]","Modifikator für [StunRecovery|Blockerholung]","[StunRecovery|スタン復帰]モッド","[StunRecovery|기절 회복] 속성","Modificador de [StunRecovery|Recuperação do Atordoamento]","Модификатор [StunRecovery|восстановления после оглушения]","Modificador de la [StunRecovery|recuperación del aturdimiento]","ม็อด[StunRecovery|การฟื้นตัวจากสถานะ สตัน]","[StunRecovery|暈眩恢復]修正",[273],7,[],[],35,1,[],0,[],"",[],"",[]
79,"AilmentThreshold","[AilmentThreshold|Elemental Ailment Threshold]","[AilmentThreshold|Seuil d'Altération élémentaire]","[AilmentThreshold|Schwelle für elementare Beeinträchtigungen]","[AilmentThreshold|元素系状態異常閾値]","[AilmentThreshold|원소 상태 이상 한계치]","[AilmentThreshold|Limiar de Afecções Elementais]","[AilmentThreshold|Порог наложения стихийных состояний]","[AilmentThreshold|Umbral de los estados alterados elementales]","[AilmentThreshold|ความยากในการติด สถานะเจ็บป่วยธาตุ]","[AilmentThreshold|元素異常狀態門檻]",[9982],0,[],[],36,"",[],0,[],"",[],"",[]
80,"BleedingCannotBe","","Vous ne pouvez pas subir le Saignement","Kann kein Bluten erhalten","出血にならないか","","Não recebe Sangramento","Не может получить кровотечение","No puedes recibir sangrado","ไม่ติดสถานะ เลือดไหล","",[7695],12,[],[4535],36,1,[],0,[],"",[],"",[]
81,"BleedingImmune","","Immunisé au Saignement","Immun gegen Bluten","出血に完全耐性","","Imune a Sangramento","Иммунитет к кровотечению","Inmune al sangrado","ป้องกันสถานะ เลือดไหล","",[4535],12,[],[],36,1,[],0,[],"",[],"",[]
82,"BleedingDurationRed","[Bleeding] duration on self","Durée du [Bleeding|Saignement] (sur vous)","Dauer von [Bleeding|Bluten] bei sich selbst","プレーヤーが受ける[Bleeding|出血]持続時間","자신에게 걸린 [Bleeding|출혈] 지속시간","Duração do [Bleeding|Sangramento] em si mesmo","Длительность [Bleeding|кровотечения] на себе","Duración del [Bleeding|sangrado] sobre ti","ระยะเวลาสถานะ [Bleeding|เลือดไหล] ที่ตัวเองได้รับ","自身[Bleeding|流血]持續時間",[16211],1,[],[7695],36,1,[],0,[],"",[],"",[]
83,"IgniteCannotBe","","Vous ne pouvez pas subir d'Embrasement","Kann nicht entzündet werden","発火にならないか","","Não pode ser Incendiado","Не может получить поджог","No te pueden quemar","ไม่ติดสถานะ ลุกไหม้","",[6518],12,[],[4753],36,1,[],0,[],"",[],"",[]
84,"IgniteImmune","","Immunisé à l'Embrasement","Immun gegen Entzünden","発火に完全耐性","","Imune a Incêndio","Иммунитет к поджогу","Inmune a la quemadura","ป้องกันสถานะ ลุกไหม้","",[4753],12,[],[],36,1,[],0,[],"",[],"",[]
85,"SelfIgniteDuration","[Ignite] duration on self","Durée de l'[Ignite|Embrasement] (sur vous)","Dauer von [Ignite|Entzünden] bei sich selbst","プレーヤーが受ける[Ignite|発火]持続時間","자신에게 걸린 [Ignite|점화] 지속시간","Duração do [Ignite|Incêndio] em si mesmo","Длительность [Ignite|поджога] на себе","Duración de la [Ignite|quemadura] sobre ti","ระยะเวลาสถานะ [Ignite|ลุกไหม้] ที่ตัวเองได้รับ","自身[Ignite|點燃]持續時間",[21679],1,[],[6518],36,1,[1],0,[],"",[],"",[]
86,"ChillCannotBe","","Vous ne pouvez pas subir de Frigorification","Kann nicht unterkühlt werden","冷却にならないか","","Não pode ser Resfriado","Не может быть охлажден","No te pueden escarchar","ไม่ติดสถานะ หนาวเย็น","",[7007],12,[],[4754],36,1,[],0,[],"",[],"",[]
87,"ChillImmune","","Immunisé à la Frigorification","Immun gegen Unterkühlen","冷却に完全耐性","","Imune a Resfriamento","Иммунитет к охлаждению","Inmune al escarchamiento","ป้องกันสถานะ หนาวเย็น","",[4754],12,[],[],36,1,[],0,[],"",[],"",[]
88,"ChillDurationRed","[Chill] duration on self","Durée de la [Chill|Frigorification] (sur vous)","Dauer von [Chill|Unterkühlen] bei sich selbst","プレーヤーが受ける[Chill|冷却]持続時間","자신에게 걸린 [Chill|냉각] 지속시간","Duração do [Chill|Resfriamento] em si mesmo","Длительность [Chill|охлаждения] на себе","Duración del [Chill|escarchamiento] sobre ti","ระยะเวลาสถานะ [Chill|หนาวเย็น] ที่ตัวเองได้รับ","自身[Chill|冰緩]持續時間",[617],1,[],[7007],36,1,[1],0,[],"",[],"",[]
89,"FreezeCannotBe","","Vous ne pouvez pas subir le Gel","Kann nicht eingefroren werden","凍結にならないか","","Não pode ser Congelado","Не может быть заморожен","No te pueden congelar","ไม่ติดสถานะ แช่แข็ง","",[6452],12,[],[4752],36,1,[],0,[],"",[],"",[]
90,"FreezeImmune","","Immunisé au Gel","Immun gegen Einfrieren","凍結に完全耐性","","Imune a Congelamento","Иммунитет к заморозке","Inmune al congelamiento","ป้องกันสถานะ แช่แข็ง","",[4752],12,[],[],36,1,[],0,[],"",[],"",[]
91,"SelfFreezeDuration","[Freeze] duration on self","Durée du [Freeze|Gel] (sur vous)","Dauer von [Freeze|Einfrieren] bei sich selbst","プレーヤーが受ける[Freeze|凍結]持続時間","자신에게 걸린 [Freeze|동결] 지속시간","Duração do [Freeze|Congelamento] em si mesmo","Длительность [Freeze|заморозки] на себе","Duración del [Freeze|congelamiento] sobre ti","ระยะเวลาสถานะ [Freeze|แช่แข็ง] ที่ตัวเองได้รับ","自身[Freeze|冰凍]持續時間",[21680],1,[],[6452],36,1,[1],0,[],"",[],"",[]
92,"ShockCannotBe","","Vous ne pouvez pas subir l'Électrocution","Kann nicht geschockt werden","感電にならないか","","Não pode ser Eletrizado","Не может получить шок","No te pueden electrocutar","ไม่ติดสถานะ ช็อค","",[4772],12,[],[4615],36,1,[],0,[],"",[],"",[]
93,"ShockImmune","","Immunisé à l'Électrocution","Immun gegen Schock","感電に完全耐性","","Imune a Eletrização","Иммунитет к шоку","Inmune a la electrocución","ป้องกันสถานะ ช็อค","",[4615],12,[],[],36,1,[],0,[],"",[],"",[]
94,"SelfShockDuration","[Shock] duration on self","Durée de l'[Shock|Électrocution] (sur vous)","Dauer von [Shock|Schock] bei sich selbst","プレーヤーが受ける[Shock|感電]持続時間","자신에게 걸린 [Shock|감전] 지속시간","Duração do [Shock|Eletrização] em si mesmo","Длительность [Shock|шока] на себе","Duración de la [Shock|electrocución] sobre ti","ระยะเวลาสถานะ [Shock|ช็อค] ที่ตัวเองได้รับ","自身[Shock|感電]持續時間",[21681],1,[],[4772],36,1,[1],0,[],"",[],"",[]
95,"PoisonCannotBe","","Vous ne pouvez pas subir l'Empoisonnement","Kann kein Gift erhalten","毒にならないか","","Não pode ser Envenenado","Не может быть отравлен","No puedes recibir veneno","ไม่ติดสถานะ พิษ","",[11169],12,[],[8269],36,1,[],0,[],"",[],"",[]
96,"PoisonImmune","","Immunisé à l'Empoisonnement","Immun gegen Gift","毒に完全耐性","","Imune a Envenenamento","Иммунитет к отравлению","Inmune al veneno","ป้องกันสถานะ พิษ","",[8269],12,[],[],36,1,[],0,[],"",[],"",[]
97,"PoisonDurationRed","[Poison] duration on self","Durée du [Poison|Poison] (sur vous)","Dauer von [Poison|Gift] bei sich selbst","プレーヤーが受ける[Poison|毒]持続時間","자신에게 걸린 [Poison|중독] 지속시간","Duração do [Poison|Envenenamento] em si mesmo","Длительность [Poison|отравления] на себе","Duración del [Poison|veneno] sobre ti","ระยะเวลาสถานะ [Poison|พิษ] ที่ตัวเองได้รับ","自身[Poison|中毒]持續時間",[16212],1,[],[11169],36,1,[],0,[],"",[],"",[]
