"rownum","NPCKey","i32_16","DialogueOption","DialogueOption (French)","DialogueOption (German)","DialogueOption (Japanese)","DialogueOption (Korean)","DialogueOption (Portuguese)","DialogueOption (Russian)","DialogueOption (Spanish)","DialogueOption (Thai)","DialogueOption (Traditional Chinese)","[rid]_28","[rid]_44","[rid]_60","Script","QuestFlags1","Category","QuestRewardOffersKey","QuestFlag2","NPCTextAudioKeys","Script2","bool_172","bool_173","[i32]_174","[i32]_190","i32_206","[i32]_210","[i32]_226","bool_242","BaseItemTypes","[i32]_259","bool_275","DialogueOption2","ConsoleQuickAction","Music1","i32_316","[rid]_320","i32_336","Music2","i32_356","QuestFlag3","bool_376","i32_377","row_381","TalkDialogue","bool_405","Ascendancy","bool_422"
82,272,18,"Treacherous Ground Reward","Terrain périlleux (récompense)","Belohnung: Trügerischer Boden","不安定な地面 - 報酬","변덕스러운 대지 보상","Recompensa de Chão Perigoso","Опасное место (награда)","Recompensa de Suelo traicionero","รางวัลเควสต์ พื้นดินมหาภัย","險惡之地獎勵",[2926],[2929],[2927],"",[2927],7,1,72,[],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
83,272,19,"Runed Spikes","Clous runiques","Runenstacheln","ルーンの釘","룬 각인 가시","Estacas Rúnicas","Рунные шипы","Estacas rúnicas","เหล็กแหลมสลักอักขระ","魔符尖刺","[3007,3008,3009]",[2948],[2948],"",[2948],6,"",2948,[7557],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
84,272,20,"Take the Runed Spikes","Prendre les Clous runiques","Nehmt die Runenstacheln","ルーンの釘を受け取る","룬 각인 가시 획득하기","Pegar as Estacas Rúnicas","Забрать рунные шипы","Obtener las estacas rúnicas","รับเหล็กแหลมสลักอักขระ","拿取魔符尖刺",[2948],"[2949,2957]",[3088],"",[3088],7,3,72,[],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
85,272,21,"Blank Rune Exchange","Échange de Rune vierge","Leere Rune tauschen","空白のルーンを交換","빈 룬 교환","Trocar Runas em Branco","Обменять пустую руну","Intercambio de runa en blanco","แลกเปลี่ยนอักขระเปล่า","交換空白符文",[130],[131],[132],"",[132],7,94,72,[],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
86,272,22,"The Mad Wolf","Le Loup enragé","Der wahnsinnige Wolf","狂狼","미친 늑대","O Lobo Louco","Безумный волк","El lobo rabioso","หมาป่าคลั่ง","狂狼","[2902,72]",[3000],[2995],"",[2995],6,"",2995,[7561],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
87,272,23,"Renly's Tools","Outils de Renly","Renlys Werkzeuge","レンリーの道具","렌리의 도구","Ferramentas do Renly","Инструменты Ренли","Las herramientas de Renly","เครื่องมือของเรนลีย์","倫利的工具",[2957],[],[4943],"",[4943],6,"",4943,"[7580,7579]","","","",[],[],4833,[4026],[],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
88,272,24,"Tools Found","Outils trouvés","Gefundene Werkzeuge","道具を発見","발견한 도구","Ferramentas Encontradas","Инструменты (найдены)","Herramientas encontradas","พบเครื่องมือ","發現工具",[4942],[],[],"globals.craftingbench.DirtyTransition(); globals.enabledisable.DirtyStateMachine();",[],6,"","","[7582,7581]","","","",[4026],[],4026,[],[4026],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
89,272,25,"Buy or Sell items","Acheter ou vendre des objets","Gegenstände kaufen oder verkaufen","アイテムを売買","아이템 구매 또는 판매","Comprar ou Vender Itens","Торговать","Comprar o vender objetos","ซื้อขายไอเทม","購買或販賣物品",[],[],[],"",[],12,"",72,[],"","","",[],[],4833,[],[],"","","[2,1]","","",0,"",56,[],56,"",0,"","",0,"",[],"",[],""
90,272,26,"Death of the Count","La mort du Comte","Der Tod des Grafen","伯爵の死","백작의 죽음","A Morte do Conde","Смерть графа","La muerte del conde","ความตายของเคานต์","伯爵之死",[3000],[3003],[3003],"",[3003],3,"",3003,[7562],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
91,272,27,"The Miller","Le Meunier","Der Müller","粉屋","방아꾼","O Moleiro","Мельник","El molinero","เจ้าของโรงสี","米勒",[2935],[],[4951],"",[],3,"",4951,[7571],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
92,280,0,"Introduction","Présentations","Einführung","自己紹介","소개","Apresentação","Приветствие","Introducción","แนะนำตัว","介紹",[],[],[3005],"",[3005],3,"",3005,"[7516,7517,7518,7519]","","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
93,280,1,"Clearfell","La Clairière","Lichtfall","クリアフェル","클리어펠","Clearfell","Клирфелл","Sierraclara","เคลียร์เฟล","皆伐",[],"[2958,3000]",[3026],"",[],3,"",3026,[7532],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
94,280,2,"Renly","Renly","Renly","レンリー","렌리","Renly","Ренли","Renly","เรนลีย์","倫利",[3051],[],[3024],"",[],3,"",3024,[7529],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
95,280,3,"Count Geonor","Comte Géonor","Graf Geonor","ジオノール伯爵","지오너 백작","Conde Geonor","Граф Жеонор","Conde Geonor","เคานต์จีโอนอร์","吉恩諾伯爵",[2995],[3000],[3030],"",[],3,"",3030,"[7524,7523]","","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
96,280,4,"Home","Votre contrée d'origine","Heimat","実家","고향","Início","Дом","Hogar","บ้าน","主頁",[2891],[],[3147],"",[],3,"",3147,[7536],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
97,280,5,"The Devourer","Le Dévoreur","Der Verschlinger","デヴァウラー","포식자","O Devorador","Пожиратель","El devorador","ตัวสวาปาม","吞噬獸",[2931],[2902],[3022],"",[],3,"",3022,[7520],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
98,280,6,"The Grelwood","Grelbois","Der Grelwald","グレルウッド","그렐우드","Grelwood","Грельвуд","El bosque singular","ป่าเกรลวูด","葛瑞爾林",[2893],[2902],[3146],"",[],3,"",3146,[7534],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
99,280,7,"Finn","Finn","Finn","フィン","핀","Finn","Финн","Finn","ฟินน์","費恩",[2894],[],[3023],"",[],3,"",3023,[7530],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
100,280,8,"Cemetery of the Eternals","Cimetière des Éternels","Der Friedhof der Ewigen","永遠なる帝国の墓地","영원한 자의 공동묘지","Cemitério dos Eternos","Кладбище Вечных","Cementerio de los eternos","สุสานนิรันดร์ชน","不朽帝國之墓",[4701],[],[3029],"",[],3,"",3029,[7535],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
101,280,9,"The Hooded One","L'Encapuchonné","Der Verhüllte","フードをかぶった者","두건 쓴 자","O Encapuzado","Скрытный","El encapuchado","ผู้คลุมกาย","黑衣幽魂",[2940],[],[3025],"",[],3,"",3025,[7527],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
102,280,10,"Leitis","Leitis","Leitis","レイティス","레이티스","Leitis","Лейтис","Leitis","เลทิส","蕾堤絲",[3353],[],[3453],"",[],3,"",3453,[7531],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
103,280,11,"Death of the Count","Mort du Comte","Der Tod des Grafen","伯爵の死","백작의 죽음","A Morte do Conde","Смерть графа","La muerte del conde","ความตายของเคานต์","伯爵之死",[3000],[3031],[3031],"",[3031],3,"",3031,"[7526,7525]","","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
104,280,12,"Clearfell","La Clairière","Lichtfall","クリアフェル","클리어펠","Clearfell","Клирфелл","Sierraclara","เคลียร์เฟล","皆伐",[3000],[],[3028],"",[],3,"",3028,[7533],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
105,280,13,"Secrets in the Dark","Sombres secrets","Der Baum der Seelen","闇の中の秘密","어둠 속의 비밀","Segredos nas Trevas","Тайны в темноте","Secretos en la oscuridad","ความลับในเงามืด","黑暗中的秘密",[],"[2957,2948]",[2941],"",[2941],6,"",2941,"[9757,9756]","","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
106,280,14,"Secrets in the Dark","Sombres secrets","Der Baum der Seelen","闇の中の秘密","어둠 속의 비밀","Segredos nas Trevas","Тайны в темноте","Secretos en la oscuridad","ความลับในเงามืด","黑暗中的秘密",[2948],[2957],[3450],"",[3450],6,"",3450,[9765],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
107,280,15,"The Lost Lute","Le Luth perdu","Die verlorene Laute","失くしたリュート","잃어버린 류트","O Alaúde Perdido","Потерянная лютня","El laúd perdido","ลูทที่สาบสูญ","遺失的魯特琴",[2900],"[2940,2939]",[2961],"",[2961],6,"",2961,[7521],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
108,280,16,"Lost Lute Found","Luth perdu trouvé","Verlorene Laute gefunden","失くしたリュートを発見","잃어버린 류트 발견","Alaúde Encontrado","Потерянная лютня (найдена)","El laúd perdido encontrado","พบลูทที่สาบสูญ","已找到遺失的魯特琴",[2939],[],[2940],"DirtyTransition();",[2940],6,"",2940,[7522],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
109,280,17,"The Lost Lute Reward","Le Luth perdu (récompense)","Belohnung: Die verlorene Laute","失くしたリュート - 報酬","잃어버린 류트 보상","Recompensa de Alaúde Perdido","Потерянная лютня (награда)","Recompensa de El laúd perdido","รางวัลเควสต์ ลูทที่สาบสูญ","遺失的魯特琴獎勵",[2940],[3128],[3123],"",[3123],7,4,72,[],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
110,280,18,"<italic>{A Siren's Call}","<italic>{L'Appel d'une Sirène}","<italic>{Der Ruf der Sirene}","<italic>{セイレーンの呼び声}","<italic>{사이렌의 부름}","<italic>{O Chamado da Sereia}","<italic>{Зов сирены}","<italic>{La llamada de la sirena}","<italic>{พรายน้ำเพรียกหา}","<italic>{海妖的呼喚}",[2940],[],[],"triggerer.FinishNPCChat();",[],21,"",72,"[7538,7539]","PlayNPCInterlude( \""Audio/Dialogue/4.0/NPC/Part1/Act1/UnaSong/UnaMerveil.ogg\"" );","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
111,280,19,"<italic>{Lord of the Trial}","<italic>{Seigneur de l'Épreuve}","<italic>{Fürst der Prüfung}","<italic>{試練の主}","<italic>{시련의 군주}","<italic>{Senhor da Provação}","<italic>{Правитель Испытаний}","<italic>{Señor de la prueba}","<italic>{นายแห่งบททดสอบ}","<italic>{試煉之主}",[2940],[],[],"triggerer.FinishNPCChat();",[],21,"",72,"[7540,7541]","PlayNPCInterlude( \""Audio/Dialogue/4.0/NPC/Part1/Act1/UnaSong/UnaIzaro.ogg\"" );","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
112,280,20,"<italic>{Lioneye}","<italic>{Œil de Lion}","<italic>{Löwenauge}","<italic>{ライオンアイ}","<italic>{라이온아이}","<italic>{Lioneye}","<italic>{Львиный глаз}","<italic>{Lioneye}","<italic>{ไลออนอาย}","<italic>{獅眼}",[2940],[],[],"triggerer.FinishNPCChat();",[],21,"",72,"[7542,7543,7544]","PlayNPCInterlude( \""Audio/Dialogue/4.0/NPC/Part1/Act1/UnaSong/UnaLioneyes.ogg\"" );","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
113,280,21,"Buy or Sell items","Acheter ou vendre des objets","Gegenstände kaufen oder verkaufen","アイテムを売買","아이템 구매 또는 판매","Comprar ou Vender Itens","Торговать","Comprar o vender objetos","ซื้อขายไอเทม","購買或販售物品",[],[],[],"",[],12,"",72,[],"","","",[],[],4833,[],[],"","",[2],"","",0,"",56,[],56,"",0,"","",0,"",[],"",[],""
114,280,22,"Disenchant Items","Désenchanter des objets","Gegenstände entzaubern","アイテムを解呪","아이템 인챈트 해제","Desencantar Itens","Распылить предмет","Desencantar objetos","สลายไอเทม","祛魔物品",[],[],[],"",[],13,"",72,[],"","","",[],[],4833,[],[],"","",[1],"","",1,"",56,[],56,"",0,"","",0,"",[],"",[],""
115,280,23,"Agnar","Agnar","Agnar","アグナー","아그나","Agnar","Агнар","Agnar","แอ็กนาร์","阿格納",[3455],[],[4861],"",[],3,"",4861,[9760],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
116,280,24,"Ervig","Ervig","Ervig","エルヴィグ","에르빅","Ervig","Эрвиг","Ervig","เออร์วิก","厄維格",[4722],[4663],[2884],"",[],3,"",2884,[9777],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
117,280,25,"Ervig","Ervig","Ervig","エルヴィグ","에르빅","Ervig","Эрвиг","Ervig","เออร์วิก","厄維格",[4663],[],[2885],"",[],3,"",2885,[9778],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
118,286,0,"The Count's Binding","Le lien du Comte","Die Fesseln des Grafen","伯爵の縛り","백작의 속박","A Vontade do Conde","Оковы Графа","La atadura del conde","คาถาพันธนาการของเคานต์","伯爵的束縛",[],[],"[4701,4696]","",[4701],6,"",4701,[9767],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
119,286,1,"Count Lachlann's Ring","L'anneau du Comte Lachlann","Ring von Graf Lachlann","ラクラン伯爵の指輪","라클란 백작의 반지","Anel do Conde Lachlann","Кольцо Графа Лакланна","El anillo del Conde Lachlann","แหวนของเคานต์ลาคแลนน์","拉克朗伯爵的戒指",[4706],[],[4707],"",[4707],6,"",4707,[9770],"PlayInterlude( \""Audio/Music/A1/A1_Encampment/A1_Encampment_HealSin\"", 0.5 );","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
120,286,2,"Use Ring","Utiliser l'anneau","Benutzt den Ring","指輪を使え","반지 사용","Usar Anel","Использовать кольцо","Usar el anillo","ใช้แหวน","使用戒指",[4707],[4718],[4718],"DirtyStateMachine();\r\ntriggerer.FinishNPCChat();",[4718],6,"",4718,[],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
121,286,3,"The Seed","La Graine","Die Saat","種","씨앗","A Semente","Семя","La semilla","เมล็ดพันธุ์","種子",[4711],[],[4713],"triggerer.FinishNPCChat(); triggerer.ForceInteractWithNPC( globals.hooded_one_injured );",[4713],6,"",4713,[9773],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
122,286,4,"Find the Seed","Trouver la Graine","Findet die Saat","種を見つけろ","씨앗 찾기","Encontrar a Semente","Поиск Семени","Encuentra la semilla","ตามหาเมล็ดพันธุ์","找到種子",[4712],[],[4710],"triggerer.FinishNPCChat(); triggerer.ForceInteractWithNPC( globals.hooded_one_injured );",[4710],6,"",4710,[9774],"SetGlobalAudioParam( MusicInterlude, 1 );","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"","",0,"",[],"",[],""
123,286,5,"The Lost Lute","Le Luth perdu","Die verlorene Laute","失くしたリュート","잃어버린 류트","O Alaúde Perdido","Потерянная лютня","El laúd perdido","ลูทที่สาบสูญ","遺失的魯特琴",[2900],"[2940,2939]",[2961],"",[2961],6,"",2961,[7521],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
124,286,6,"Lost Lute Found","Luth perdu trouvé","Verlorene Laute gefunden","失くしたリュートを発見","잃어버린 류트 발견","Alaúde Encontrado","Потерянная лютня (найдена)","El laúd perdido encontrado","พบลูทที่สาบสูญ","已找到遺失的魯特琴",[2939],[],[2940],"",[2940],6,"",2940,[7522],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
125,286,7,"The Lost Lute Reward","Le Luth perdu (récompense)","Belohnung: Die verlorene Laute","失くしたリュート - 報酬","잃어버린 류트 보상","Recompensa de Alaúde Perdido","Потерянная лютня (награда)","Recompensa de El laúd perdido","รางวัลเควสต์ ลูทที่สาบสูญ","遺失的魯特琴獎勵",[2940],[3128],[3123],"",[3123],7,4,72,[],"","","",[],[],4833,[],[],"","",[],"","","","",56,[],56,"",0,"",1,0,"",[],"",[],""
126,286,8,"Buy or Sell items","Acheter ou vendre des objets","Gegenstände kaufen oder verkaufen","アイテムを売買","아이템 구매 또는 판매","Comprar ou Vender Itens","Торговать","Comprar o vender objetos","ซื้อขายไอเทม","購買或販售物品",[],[],[],"",[],12,"",72,[],"","","",[],[],4833,[],[],"","",[2],"","",0,"",56,[],56,"",0,"","",0,"",[],"",[],""
127,286,9,"Disenchant Items","Désenchanter des objets","Gegenstände entzaubern","アイテムを解呪","아이템 인챈트 해제","Desencantar Itens","Распылить предмет","Desencantar objetos","สลายไอเทม","祛魔物品",[],[],[],"",[],13,"",72,[],"","","",[],[],4833,[],[],"","",[1],"","",1,"",56,[],56,"",0,"","",0,"",[],"",[],""
