"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","Ascendancy","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","IsAnointmentOnly","i32_162","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","AtlasnodeGroup","i32_228","i32_232","i32_236","i32_240","i32_244","bool_248","[rid]_249","i32_265","[rid]_269","bool_285","KeystoneId","bool_302","IsAttribute","AtlasSubTree","IsRootOfAtlasTree","GrantedSkill","WeaponPointsGranted","IsFree","bool_342","UnlockedBy","VisibleForAscendancy","bool_375","NodeFrameArt"
66,"attributes67","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,48568,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
67,"attributes68","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,41029,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
68,"attributes69","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,46034,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
69,"attributes70","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,1200,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
70,"attributes71","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,53719,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
71,"attributes72","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,2864,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
72,"attributes73","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,43044,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
73,"attributes74","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,42118,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
74,"attributes75","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,33463,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
75,"attributes76","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,3463,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
76,"attributes77_","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,17672,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
77,"attributes78","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,11679,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
78,"attributes79","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,44872,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
79,"attributes80","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,20115,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
80,"attributes81","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,59945,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
81,"attributes82","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,8600,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
82,"attributes83","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,44495,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
83,"attributes84","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,20874,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
84,"attributes85","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,21762,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
85,"attributes86","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,48736,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
86,"attributes87","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,58661,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
87,"attributes88","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,45376,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
88,"attributes89","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,56787,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
89,"attributes90","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,22790,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
90,"attributes91","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,25765,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
91,"attributes92","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,34967,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
92,"attributes93","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,18267,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
93,"attributes94","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,12938,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
94,"attributes95","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,37546,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
95,"attributes96","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,21287,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
96,"attributes97","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,55910,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
97,"attributes98","Art/2DArt/SkillIcons/passives/plusattribute.dds",[18478],1,0,0,0,8990,"Attribute","Attribut","Attribute","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","",1,"","","",0,"","",[],"","",""
98,"attributes99","Art/2DArt/SkillIcons/passives/Gemling/GemlingNode.dds",[23717],1,0,0,0,32151,"Crystalline Resistance","Résistance cristalline","Kristalliner Widerstand","結晶化した耐性","결정체의 저항","Resistência Cristalina","Кристальная сопротивляемость","Resistencia cristalina","Crystalline Resistance","結晶抗性",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,5,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","",""
99,"attributes100_","Art/2DArt/SkillIcons/passives/Gemling/GemlingNode.dds","[23425,23427,23426]",5,5,5,0,32976,"Gem Enthusiast","Amateur de Gemmes","Gemmenenthusiast","ジェム収集家","마석 애호가","Entusiasta de Gemas","Энтузиаст камней","Entusiasta de las gemas","Gem Enthusiast","寶石愛好者",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,5,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","",""
100,"attributes101","Art/2DArt/SkillIcons/passives/plusstrength.dds",[559],8,0,0,0,34202,"Strength","Force","Stärke","筋力","힘","Força","Сила","Fuerza","Strength","力量",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","",""
101,"attributes102","Art/2DArt/SkillIcons/passives/plusintelligence.dds",[562],8,0,0,0,14428,"Intelligence","Intelligence","Intelligenz","知性","지능","Inteligência","Интеллект","Inteligencia","Intelligence","智慧",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","",""
102,"attributes103","Art/2DArt/SkillIcons/passives/plusstrength.dds",[559],8,0,0,0,49285,"Strength","Force","Stärke","筋力","힘","Força","Характеристика","Fuerza","Strength","力量",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","",""
103,"attributes104","Art/2DArt/SkillIcons/passives/plusintelligence.dds",[562],8,0,0,0,6287,"Intelligence","Intelligence","Intelligenz","知性","지능","Inteligência","Интеллект","Inteligencia","Intelligence","智慧",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","",""
104,"attributes105","Art/2DArt/SkillIcons/passives/plusdexterity.dds",[565],8,0,0,0,38776,"Dexterity","Dextérité","Geschick","器用さ","민첩","Destreza","Ловкость","Destreza","Dexterity","敏捷",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","",""
105,"attributes106","Art/2DArt/SkillIcons/passives/plusdexterity.dds",[565],8,0,0,0,57816,"Dexterity","Dextérité","Geschick","器用さ","민첩","Destreza","Ловкость","Destreza","Dexterity","敏捷",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","",""
106,"attributes107","Art/2DArt/SkillIcons/passives/Ascendants/SkillPoint.dds",[590],3,0,0,0,364,"All Attributes","Tous les Attributs","Alle Attribute","全ての能力値","모든 능력치","Todos os Atributos","Все характеристики","Todos los atributos","ค่าคุณสมบัติทั้งหมด","全部能力值",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","",""
107,"attributes108","Art/2DArt/SkillIcons/passives/Ascendants/SkillPoint.dds",[590],3,0,0,0,34813,"All Attributes","Tous les Attributs","Alle Attribute","全ての能力値","모든 능력치","Todos os Atributos","Все характеристики","Todos los atributos","ค่าคุณสมบัติ","全部能力值",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","",""
