"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","WeaponSoundType","i32_144","i32_148","Tags","ExperienceMultiplier","[i32]_172","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","BloodType","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32_388","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool_440","i32_441","i32_445","i32_449","i32_453","i32_457","i32_461","HASH16","bool_467","string_468","string_468 (French)","string_468 (German)","string_468 (Japanese)","string_468 (Korean)","string_468 (Portuguese)","string_468 (Russian)","string_468 (Spanish)","string_468 (Thai)","string_468 (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid_588","i32_604","i32_608","[rid]_612","MultiPartAchievements","i32_644","SinkAnimation_AOFile","bool_656","[rid]_657","bool_673","bool_674","bool_675","i32_676","i32_680","f32_684","i32_688","i32_688 (French)","i32_688 (German)","i32_688 (Japanese)","i32_688 (Korean)","i32_688 (Portuguese)","i32_688 (Russian)","i32_688 (Spanish)","i32_688 (Thai)","i32_688 (Traditional Chinese)","SinkEffect","i32_696","MonsterConditionalEffectPack","bool_716","bool_717","i32_718","bool_722","i32_723","i32_727","i32_731","i32_735","i32_739","i32_743","InheritsFrom","i32_763","i32_767","BossHealthBar","TauntGrantedEffect","i32_788","bool_792","i32_793","i32_797","i32_801","i32_805","bool_809","Questflag","f32_826","f32_830","bool_834","[string]_835","[rid]_851","i32_867","PoiseThreshold","AttackCrit","rid_879","bool_895","i32_896","bool_900","i32_901","MonsterCategory","AggroAudio","i32_937","rid_941","bool_957","[i32]_958"
22,"Metadata/Monsters/StonebackRhoa/BrambleRhoa",22,32,3,10,13,"[""Metadata/Monsters/StonebackRhoa/BrambleRhoa.act""]","[""Metadata/Monsters/StonebackRhoa/BrambleRhoa.ao""]","Metadata/Monsters/StonebackRhoa/BrambleRhoa",[],1,"","",100,2,6,18,1,0,"[72,49,755,714,1041,31,29,715,118]",130,[],105,105,700,500,0,"[1114,1098,1358]","Metadata/Monsters/StonebackRhoa/BrambleRhoa.ais",[],"",0,"Bramble Rhoa","Rhoa épineux","Dornenrhoa","ブランブル・ロア","가시나무 로아","Rhoa do Cipoal","Роа-шипоспин","Rhoa espinoso","Bramble Rhoa","刺荊恐喙鳥",130,130,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,15002,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],"[48,66]",4,115,0.05,0,1,0,"",40,4,"",0,"","",[]
23,"Metadata/Monsters/RagingSpirit/RagingSpiritPlayerSummoned",42,45,1,6,12,"[""Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpirit.act""]","[""Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpiritAshen.ao""]","Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpirit",[],1,"","",100,1,6,5,8,0,"[765,74,744,756,743,714,715,51,1026,73]",100,[],80,100,700,500,0,[1383],"Metadata/Monsters/SummonRagingSpirit/SummonedRagingSpirit.ais",[],"",3,"Raging Spirit","Esprit enragé","Flammenschädel","レイジングスピリット","격노의 유령","Espírito Furioso","Неистовый дух","Espíritu encolerizado","วิญญาณเกรี้ยวกราด","憤怒狂靈",70,25,1000,[],[],"","","","",0,[],[4884],[],"",1,6,135,0,0,135,2995,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],2,25,0.05,0,1,0,"",20,2,"",0,"","",[]
24,"Metadata/Monsters/Daemon/ChestDaemonBarrelExplodeBurningGround",41,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/ChestDaemon",[],1,"","",100,1,9,5,9,0,"[1026,753]",100,[],105,105,700,500,0,[2294],"Metadata/Monsters/NoAi.ais",[],"",3,"Daemon","Démon","Dämon","デーモン","다이몬","Demônio","Демон","Demonio","ปีศาจ","惡魔",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,51416,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",0,"","",0,"","",[]
25,"Metadata/Monsters/Double/DoubleMarauder",48,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Str/StrFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1022,74,756,758,743,748,782,118,772,757]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,34533,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",30,2,"",0,"","",[]
26,"Metadata/Monsters/Double/DoubleRanger",48,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Dex/DexFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1022,74,756,758,743,748,782,118,772,757]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,9158,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",30,2,"",0,"","",[]
27,"Metadata/Monsters/Double/DoubleWitch",48,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Int/IntFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1022,74,756,758,743,748,782,118,772,757]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,57691,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",30,2,"",0,"","",[]
28,"Metadata/Monsters/Double/DoubleDuelist",48,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrDex/StrDexFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1022,74,756,758,743,748,782,118,772,757]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,49143,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",30,2,"",0,"","",[]
29,"Metadata/Monsters/Double/DoubleTemplar",48,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrInt/StrIntFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1022,74,756,758,743,748,782,118,772,757]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,46697,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",30,2,"",0,"","",[]
30,"Metadata/Monsters/Double/DoubleShadow",48,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/DexInt/DexIntFour.ao""]","Metadata/Monsters/Double/Double",[],1,"","",100,3,1,1,1,0,"[1022,74,756,758,743,748,782,118,772,757]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,54439,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",30,2,"",0,"","",[]
31,"Metadata/Monsters/Double/DoubleMarauderTwo",48,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Str/StrFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,1,0,"[1022,74,756,758,743,748,782,118,772,757]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,2584,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",30,2,"",0,"","",[]
32,"Metadata/Monsters/Double/DoubleRangerTwo",48,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Dex/DexFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,1,0,"[1022,74,756,758,743,748,782,118,772,757]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,20321,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",30,2,"",0,"","",[]
33,"Metadata/Monsters/Double/DoubleWitchTwo_",48,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/Int/IntFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,1,0,"[1022,74,756,758,743,748,782,118,772,757]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,15969,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",30,2,"",0,"","",[]
34,"Metadata/Monsters/Double/DoubleDuelistTwo",48,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrDex/StrDexFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,1,0,"[1022,74,756,758,743,748,782,118,772,757]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,25378,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",30,2,"",0,"","",[]
35,"Metadata/Monsters/Double/DoubleTemplarTwo",48,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/StrInt/StrIntFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,1,0,"[1022,74,756,758,743,748,782,118,772,757]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,43948,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",30,2,"",0,"","",[]
36,"Metadata/Monsters/Double/DoubleShadowTwo",48,55,1,6,6,"[""Metadata/Characters/CharacterDouble.act""]","[""Metadata/Characters/DexInt/DexIntFourB.ao""]","Metadata/Monsters/Double/DoubleTwo",[],1,"","",100,3,1,1,1,0,"[1022,74,756,758,743,748,782,118,772,757]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",37,"Double","Double","Doppelgänger","ダブル","복제","Duplicata","Двойник","Doble","ร่างคู่","複生體",100,100,830,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,40193,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,100,0.05,0,1,0,"",30,2,"",0,"","",[]
37,"Metadata/Monsters/Dummy/D1",52,0,3,6,6,"[""Metadata/Monsters/Mannequin/MannequinDestroyable.act""]","[""Metadata/Monsters/Mannequin/MannequinDestroyable.ao""]","Metadata/Monsters/Mannequin/MannequinDestroyable",[9334],1,"","",100,3,3,5,2,0,"[74,163,743,759,748,1026]",100,[],105,105,700,500,0,[2289],"Metadata/Monsters/NoAi.ais",[],"",3,"-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-"," ","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-",100,0,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,19681,"","","M","","","","N","","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,0,0.05,0,1,0,"",30,2,"",0,"","",[]
38,"Metadata/Monsters/Dummy/D10",52,0,3,6,6,"[""Metadata/Monsters/Mannequin/MannequinDestroyable.act""]","[""Metadata/Monsters/Mannequin/MannequinDestroyable.ao""]","Metadata/Monsters/Mannequin/MannequinDestroyable",[9335],1,"","",100,3,3,5,2,0,"[74,163,743,759,748,1026]",100,[],105,105,700,500,0,[2289],"Metadata/Monsters/NoAi.ais",[],"",3,"-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-"," ","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-",100,0,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,16141,"","","M","","","","N","","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,0,0.05,0,1,0,"",30,2,"",0,"","",[]
39,"Metadata/Monsters/Dummy/D100",52,0,3,6,6,"[""Metadata/Monsters/Mannequin/MannequinDestroyable.act""]","[""Metadata/Monsters/Mannequin/MannequinDestroyable.ao""]","Metadata/Monsters/Mannequin/MannequinDestroyable",[9336],1,"","",100,3,3,5,2,0,"[74,163,743,759,748,1026]",100,[],105,105,700,500,0,[2289],"Metadata/Monsters/NoAi.ais",[],"",3,"-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-"," ","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-",100,0,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,39498,"","","M","","","","N","","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,0,0.05,0,1,0,"",30,2,"",0,"","",[]
40,"Metadata/Monsters/Dummy/D",52,0,3,6,6,"[""Metadata/Monsters/Mannequin/MannequinDestroyable.act""]","[""Metadata/Monsters/Mannequin/MannequinDestroyable.ao""]","Metadata/Monsters/Mannequin/MannequinDestroyable","[9337,9338]",1,"","",100,3,3,5,2,0,"[74,163,743,759,748,1026]",100,[],105,105,700,500,0,[2289],"Metadata/Monsters/NoAi.ais",[],"",3,"-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-"," ","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-","-|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|- -|-",100,0,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,60232,"","","M","","","","N","","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,80,80,80,80,80,80,80,80,80,80,0,0,"","","",3,1,0,0,0,0,0,0,[],0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],[],0,0,0.05,0,1,0,"",30,2,"",0,"","",[]
