"rownum","Metadata","AreaLevel","SpawnsMonsters","i32_28","i32_32","i32_36","i32_40","i32_44","i32_48","i32_52","i32_56","bool_60","bool_61","bool_62","bool_63","bool_64","bool_65","i32_66","i32_70","i32_74","i32_78","rid_82","bool_98","bool_99","Script1","bool_108","bool_109","Script2","[i32]_118","i32_134","i32_138","i32_142","i32_146","i32_150","i32_154","i32_158","i32_162","rid_166","bool_182","i32_183","i32_187"
264,"Metadata/Terrain/Maps/Descent/Lift_Spawner",1,"[1665,1650,146,1679,710,1683]",150,1,5,500,1000,0,0,1,"",1,1,"","","",3,0,0,0,"","","","Delay( 0.05, { triggerer.SetStateTo(ground_spawn, 1); } );","","","","[25,25,20,20,10,10]",0,5000,0,0,1000,1000,100,100,0,"",68044,0
265,"Metadata/Monsters/Breach/Spawners/UnstableBrequelSpawner",1,"[1880,1879,1881]",0,0,0,2000,0,0,0,1,1,"",1,"","","",2,15,0,0,"","","","triggerer.Transition(); triggerer.SetStateTo(spawned_in_breach, 1);","","","","[45,45,15]",0,0,0,0,1000,1000,1,1,0,"",68358,0
266,"Metadata/Monsters/Breach/Spawners/UnstableBrequelSpawnerCold",1,"[1769,1767]",0,0,0,2000,0,0,0,1,1,"",1,"","","",2,15,0,0,"","","","triggerer.Transition(); triggerer.SetStateTo(spawned_in_breach, 1);","","","","[90,10]",0,0,0,0,1000,1000,1,1,0,"",68522,0
267,"Metadata/Monsters/Breach/Spawners/UnstableBrequelSpawnerFire",1,"[1771,1768]",0,0,0,2000,0,0,0,1,1,"",1,"","","",2,15,0,0,"","","","triggerer.Transition(); triggerer.SetStateTo(spawned_in_breach, 1);","","","","[90,10]",0,0,0,0,1000,1000,1,1,0,"",68678,0
268,"Metadata/Monsters/Breach/Spawners/UnstableBrequelSpawnerLightning",1,"[1773,1772]",0,0,0,2000,0,0,0,1,1,"",1,"","","",2,15,0,0,"","","","triggerer.Transition(); triggerer.SetStateTo(spawned_in_breach, 1);","","","","[90,10]",0,0,0,0,1000,1000,1,1,0,"",68844,0
269,"Metadata/Monsters/Breach/Spawners/UnstableBrequelSpawnerChaos",1,"[1878,1877]",0,0,0,2000,0,0,0,1,1,"",1,"","","",2,15,0,0,"","","","triggerer.Transition(); triggerer.SetStateTo(spawned_in_breach, 1);","","","","[90,10]",0,0,0,0,1000,1000,1,1,0,"",69002,0
270,"Metadata/Monsters/Breach/Spawners/UnstableBrequelSpawnerPhys",1,"[1883,1884]",0,0,0,2000,0,0,0,1,1,"",1,"","","",2,15,0,0,"","","","triggerer.Transition(); triggerer.SetStateTo(spawned_in_breach, 1);","","","","[90,10]",0,0,0,0,1000,1000,1,1,0,"",69158,0
271,"Metadata/Monsters/Breach/Spawners/SkyHiveBrequelSpawner",1,"[1880,1879,1881]",0,0,0,500,0,0,0,1,1,"",1,"","","",3,15,0,0,"","","","triggerer.Transition(); triggerer.SetStateTo(spawned_in_breach, 1);","","","","[45,45,10]",0,0,0,0,1000,1000,1,1,0,"",69332,0
272,"Metadata/Monsters/Breach/Spawners/SkyHiveBrequelSpawnerCold",1,"[1769,1767]",0,0,0,500,0,0,0,1,1,"",1,"","","",3,15,0,0,"","","","triggerer.Transition(); triggerer.SetStateTo(spawned_in_breach, 1);","","","","[90,10]",0,0,0,0,1000,1000,1,1,0,"",69486,0
273,"Metadata/Monsters/Breach/Spawners/SkyHiveBrequelSpawnerFire",1,"[1771,1768]",0,0,0,500,0,0,0,1,1,"",1,"","","",3,15,0,0,"","","","triggerer.Transition(); triggerer.SetStateTo(spawned_in_breach, 1);","","","","[90,10]",0,0,0,0,1000,1000,1,1,0,"",69640,0
274,"Metadata/Monsters/Breach/Spawners/SkyHiveBrequelSpawnerLightning",1,"[1773,1772]",0,0,0,500,0,0,0,1,1,"",1,"","","",3,15,0,0,"","","","triggerer.Transition(); triggerer.SetStateTo(spawned_in_breach, 1);","","","","[90,10]",0,0,0,0,1000,1000,1,1,0,"",69804,0
275,"Metadata/Monsters/Breach/Spawners/SkyHiveBrequelSpawnerChaos",1,"[1878,1877]",0,0,0,500,0,0,0,1,1,"",1,"","","",3,15,0,0,"","","","triggerer.Transition(); triggerer.SetStateTo(spawned_in_breach, 1);","","","","[90,10]",0,0,0,0,1000,1000,1,1,0,"",69960,0
276,"Metadata/Monsters/Breach/Spawners/SkyHiveBrequelSpawnerPhys",1,"[1883,1884]",0,0,0,500,0,0,0,1,1,"",1,"","","",3,15,0,0,"","","","triggerer.Transition(); triggerer.SetStateTo(spawned_in_breach, 1);","","","","[90,10]",0,0,0,0,1000,1000,1,1,0,"",70114,0
277,"Metadata/Monsters/Breach/Spawners/SkyHiveBrequelSpawnerMagic",1,"[1880,1879,1881]",0,0,0,500,0,0,0,0,1,"","","","","",0,0,0,0,1,"","","triggerer.Transition(); triggerer.SetStateTo(spawned_in_breach, 1);\r\ntriggerer.brequel_target = globals.chayula_npc;\r\ntrigggerer.SetMonsterBehaviour( BrequelPath );\r\ntriggerer.AddEffectPack( 'Metadata/Effects/Spells/monsters_effects/League_Chayula/Environment/MonsterSpawners/EPKs/MonsterSpawn.epk', 2.0);","","","","[45,45,15]",0,0,0,0,6,10,1,1,0,"",70900,0
278,"Metadata/Terrain/Gallows/Leagues/Expedition/Logbook_Gully/Objects/DevourerSpawner",1,[167],0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,3,"","","triggerer.DoAction( Emerge3 );","","","",[],0,0,0,0,1,1,1,1,0,"",71146,0
279,"Metadata/Terrain/Gallows/Leagues/Expedition/Logbook_Gully/Objects/MudGolemSpawners/MudGolemSpawnerBase01_02",1,[182],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.ChangeStance( stance2 );  triggerer.SetProximityTriggerRadius( 0 ); triggerer.spawner.minion = triggerer;","","","",[],0,0,0,0,1,1,1,1,0,"",71614,0
280,"Metadata/Terrain/Gallows/Leagues/Expedition/Logbook_Gully/Objects/MudGolemSpawners/MudGolemSpawnerBase01_06",1,[182],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.ChangeStance( stance3 );  triggerer.SetProximityTriggerRadius( 0 ); triggerer.spawner.minion = triggerer;","","","",[],0,0,0,0,1,1,1,1,0,"",72082,0
281,"Metadata/Terrain/Gallows/Leagues/Expedition/Logbook_Gully/Objects/MudGolemSpawners/MudGolemSpawnerBase02_03",1,[182],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.ChangeStance( stance5 );  triggerer.SetProximityTriggerRadius( 0 ); triggerer.spawner.minion = triggerer;","","","",[],0,0,0,0,1,1,1,1,0,"",72550,0
282,"Metadata/Terrain/Gallows/Leagues/Expedition/Logbook_Gully/Objects/MudGolemSpawners/MudGolemSpawnerBase02_011",1,[182],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.ChangeStance( stance4 );  triggerer.SetProximityTriggerRadius( 0 ); triggerer.spawner.minion = triggerer;","","","",[],0,0,0,0,1,1,1,1,0,"",73020,0
283,"Metadata/Terrain/Gallows/Leagues/Expedition/Logbook_Gully/Objects/MudGolemSpawners/MudGolemSpawnerBase04_01",1,[182],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,"","","","triggerer.ChangeStance( stance6 );  triggerer.SetProximityTriggerRadius( 0 ); triggerer.spawner.minion = triggerer;","","","",[],0,0,0,0,1,1,1,1,0,"",73488,0
284,"Metadata/Terrain/Gallows/Leagues/Expedition/Logbook_Reef/Objects/SirenEggBossSpawner",1,[1436],0,0,0,0,0,0,0,0,"","","","","","",0,0,0,0,3,"","","triggerer.ChangeStance( stance3, true, true ); triggerer.DoAction( ChangeToStance1);","","","",[],0,0,0,0,1,1,1,1,0,"",73848,0
285,"Metadata/Terrain/Gallows/Leagues/Expedition/Logbook_Peninsula/Objects/RhoaEncounterSpawner",1,"[1386,1356,1367]",0,0,0,0,0,0,0,1,1,"","","","","",0,0,0,0,2,"","","",1,"","","[1,10,4]",0,0,0,0,1,1,1,1,0,"",74092,0
286,"Metadata/Terrain/Gallows/Leagues/Expedition/Logbook_Basin/Objects/AntSpawner",1,"[1483,935,1764,975]",0,0,0,0,0,0,0,0,"",1,"","","","",0,0,0,0,"","","","","","","","[1,2,8,5]",0,0,0,0,10,15,10,15,0,"",74328,0
287,"Metadata/Terrain/Gallows/Leagues/Expedition/Logbook_Wastes/Objects/Totem",1,"[1427,1429,1428]",0,20,55,250,1500,0,0,65793,"","",1,"",1,"",0,0,0,0,1,"","","triggerer.SetMonsterBehaviour( NoAI );\r\nPlayServerBeam( KaruiFallenWarriorLifeBeam, this, triggerer ); ","","","","[5,5,1]",0,0,0,0,6,9,6,9,0,"",74746,0
288,"Metadata/Terrain/Gallows/Leagues/Expedition/Logbook_Reef/Objects/SirenEggSpawner",1,"[1401,1404]",0,1,3,250,1500,0,0,1,"","",1,"","","",0,0,0,0,1,"","","triggerer.DoAction( Emerge );","","","",[],0,0,0,0,2,4,2,4,0,"",74942,0
289,"Metadata/Terrain/Gallows/Leagues/Expedition/Logbook_Wastes/Objects/BossCave",1,[1393],0,0,0,0,0,0,0,0,"","","","",1,"",0,0,0,0,3,"","","triggerer.StartImmunityPhase( 0, 1, 1, 1, 0, 0, 0 );\r\ntriggerer.RotateBy( 15, true, true );\r\ntriggerer.DoAction( WalkEmergeKrutogExpedition, globals.krutog_sulphite_path_start, true, true, true );\r\ntriggerer.AddOnActionEnd( { EndImmunityPhase(); }, true );\r\ntriggerer.SetLocation( globals.krutog_sulphite_path_start, true ); ","","","",[],0,0,0,0,1,1,1,1,0,"",75766,0
290,"Metadata/Monsters/LeagueExpeditionNew/Medved/HoleSpawner",1,"[2625,2626,2627,2628,2629]",0,0,0,0,0,0,0,1,1,"","","",1,"",20,0,0,0,1,"","","triggerer.DoAction( Emerge ); triggerer.owner =owner; owner.myminions+= triggerer;","",1,"",[],0,0,0,0,1,1,1,1,0,"",76130,0
291,"Metadata/Terrain/Gallows/Leagues/Expedition/Logbook_Peninsula/Objects/GoblinSpawner",1,"[1376,1379,1374,1369]",0,5,10,250,1500,0,0,1,"","",1,"","","",0,0,0,0,1,"","","","","","",[],0,0,0,0,2,5,2,5,0,"",76364,0
292,"Metadata/Terrain/Gallows/Leagues/Expedition/SubArea_Medved_Boss/Objects/GwennenSpawnerMinor",1,"[2625,2626,2627,2628,2629]",0,0,0,0,0,0,0,1,1,"","","",1,"",20,0,0,0,1,"","","triggerer.DoAction( Emerge );","",1,"",[],0,0,0,0,1,1,1,1,0,"",76630,0
293,"Metadata/Terrain/Gallows/Leagues/Expedition/SubArea_Medved_Boss/Objects/GwennenSpawnerMajor",1,"[516,510]",0,0,0,0,0,0,0,1,1,"","","",1,"",20,0,0,0,2,"","","triggerer.DoAction( Emerge );","",1,"",[],0,0,0,0,1,1,1,1,0,"",76848,0
294,"Metadata/Terrain/Gallows/Leagues/Expedition/Logbook_Gully/Objects/SmallGrubSpawner",1,"[244,247]",0,0,0,500,1500,0,0,0,"","",1,"","","",0,0,0,0,"","","","triggerer.IfVariety( 'Metadata/Monsters/HuhuGrub/HuhuGrubLarvaeNoSummon', (){ DoAction( Emerge3 ); }, (){} );","","","",[],0,0,0,0,1,3,1,3,0,"",77270,0
295,"Metadata/Terrain/Gallows/Leagues/Expedition/Logbook_Gully/Objects/BigGrubSpawner",1,[249],0,0,0,500,1500,0,0,0,"","",1,"","","",0,0,0,0,"","","","triggerer.DoAction( Emerge3 );","","","",[],0,0,0,0,1,1,1,1,0,"",77450,0
