"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","rid","rid"
117,"Metadata/Items/Currency/CurrencyDuplicateShard",30,1,1,"Mirror Shard","Metadata/Items/Currency/StackableCurrency",35,"",[],1,34,[231],36,1,117,447012987,[],"","","",[],[],"","","","","","","",[],"",""
118,"Metadata/Items/Currency/CurrencyAddModToRareShard",30,1,1,"Exalted Shard","Metadata/Items/Currency/StackableCurrency",35,"",[],1,34,[231],36,1,118,419137181,[9012],"","","",[],[],"","","","","","","",[],"",""
119,"Metadata/Items/Currency/CurrencyUpgradeMagicToRareShard",30,1,1,"Regal Shard","Metadata/Items/Currency/StackableCurrency",5,"",[],1,34,[231],36,1,119,-1379037894,[],"","","",[],[],"","","","","","","",[],"",""
120,"Metadata/Items/Currency/CurrencyFractureRareShard",30,1,1,"Fracturing Shard","Metadata/Items/Currency/StackableCurrency",35,"",[],1,34,[231],36,1,120,-1850596074,[],"","","",[],[],"","","","","","","",[],"",""
121,"Metadata/Items/Currency/CurrencyAddEquipmentSocketShard",30,1,1,"Artificer's Shard","Metadata/Items/Currency/StackableCurrency",5,"",[],1,34,[231],36,1,121,-545539697,[],"","","",[],[],"","","","","","","",[],"",""
122,"Metadata/Items/Currency/Bestiary/BestiaryNet1",30,1,1,"Simple Rope Net","Metadata/Items/Currency/StackableCurrency",2,"",[],1,34,[299],36,0,122,-178461190,[],"","","",[],[],"","","","","","","",[],"",""
123,"Metadata/Items/Currency/Bestiary/BestiaryNet2",30,1,1,"Reinforced Rope Net","Metadata/Items/Currency/StackableCurrency",7,"",[],1,34,[299],36,0,123,-515655721,[],"","","",[],[],"","","","","","","",[],"",""
124,"Metadata/Items/Currency/Bestiary/BestiaryNet3",30,1,1,"Strong Rope Net","Metadata/Items/Currency/StackableCurrency",15,"",[],1,34,[299],36,0,124,941611544,[],"","","",[],[],"","","","","","","",[],"",""
125,"Metadata/Items/Currency/Bestiary/BestiaryNet4",30,1,1,"Simple Iron Net","Metadata/Items/Currency/StackableCurrency",25,"",[],1,34,[299],36,0,125,-1715403343,[],"","","",[],[],"","","","","","","",[],"",""
126,"Metadata/Items/Currency/Bestiary/BestiaryNet5",30,1,1,"Reinforced Iron Net","Metadata/Items/Currency/StackableCurrency",37,"",[],1,34,[299],36,0,126,1861160770,[],"","","",[],[],"","","","","","","",[],"",""
127,"Metadata/Items/Currency/Bestiary/BestiaryNet6",30,1,1,"Strong Iron Net","Metadata/Items/Currency/StackableCurrency",48,"",[],1,34,[299],36,0,127,1172309839,[],"","","",[],[],"","","","","","","",[],"",""
128,"Metadata/Items/Currency/Bestiary/BestiaryNet7",30,1,1,"Simple Steel Net","Metadata/Items/Currency/StackableCurrency",58,"",[],1,34,[299],36,0,128,-334093717,[],"","","",[],[],"","","","","","","",[],"",""
129,"Metadata/Items/Currency/Bestiary/BestiaryNet8",30,1,1,"Reinforced Steel Net","Metadata/Items/Currency/StackableCurrency",60,"",[],1,34,[299],36,0,129,1533948721,[],"","","",[],[],"","","","","","","",[],"",""
130,"Metadata/Items/Currency/Bestiary/BestiaryNet9",30,1,1,"Strong Steel Net","Metadata/Items/Currency/StackableCurrency",64,"",[],1,34,[299],36,0,130,160379496,[],"","","",[],[],"","","","","","","",[],"",""
131,"Metadata/Items/Currency/Bestiary/BestiaryNet10",30,1,1,"Thaumaturgical Net","Metadata/Items/Currency/StackableCurrency",68,"",[],1,34,[299],36,0,131,1332963512,[],"","","",[],[],"","","","","","","",[],"",""
132,"Metadata/Items/Currency/Bestiary/BestiaryNet11",30,1,1,"Necromancy Net","Metadata/Items/Currency/StackableCurrency",68,"",[],1,34,[299],36,0,132,-1090845673,[],"","","",[],[],"","","","","","","",[],"",""
133,"Metadata/Items/Currency/CurrencyIncursionVialTrap",30,1,1,"Vial of Dominance","Metadata/Items/Currency/StackableCurrency",50,1839,[],1,"",[],36,1,133,-1679090535,[],"","","",[],[],"",1,"","","","","",[],"",""
134,"Metadata/Items/Currency/CurrencyIncursionVialHealing",30,1,1,"Vial of Summoning","Metadata/Items/Currency/StackableCurrency",50,1840,[],1,"",[],36,1,134,-18459260,[],"","","",[],[],"",1,"","","","","",[],"",""
135,"Metadata/Items/Currency/CurrencyIncursionVialPoison",30,1,1,"Vial of Awakening","Metadata/Items/Currency/StackableCurrency",50,1841,[],1,"",[],36,1,135,-403195738,[],"","","",[],[],"",1,"","","","","",[],"",""
136,"Metadata/Items/Currency/CurrencyIncursionVialLightning",30,1,1,"Vial of the Ritual","Metadata/Items/Currency/StackableCurrency",50,1842,[],1,"",[],36,1,136,1192521250,[],"","","",[],[],"",1,"","","","","",[],"",""
137,"Metadata/Items/Currency/CurrencyIncursionVialFire",30,1,1,"Vial of Fate","Metadata/Items/Currency/StackableCurrency",50,1843,[],1,"",[],36,1,137,1174261461,[],"","","",[],[],"",1,"","","","","",[],"",""
138,"Metadata/Items/Currency/CurrencyIncursionVialMinion",30,1,1,"Vial of Consequence","Metadata/Items/Currency/StackableCurrency",50,1844,[],1,"",[],36,1,138,1532455455,[],"","","",[],[],"",1,"","","","","",[],"",""
139,"Metadata/Items/Currency/CurrencyIncursionVialBossFlask",30,1,1,"Vial of the Ghost","Metadata/Items/Currency/StackableCurrency",68,1845,[],1,"",[],36,1,139,1351510769,[],"","","",[],[],"",1,"","","","","",[],"",""
140,"Metadata/Items/Currency/CurrencyIncursionVialBossJewel",30,1,1,"Vial of Transcendence","Metadata/Items/Currency/StackableCurrency",50,1846,[],1,"",[],36,1,140,1664797128,[],"","","",[],[],"",1,"","","","","",[],"",""
141,"Metadata/Items/Currency/CurrencyIncursionVialBossAmulet",30,1,1,"Vial of Sacrifice","Metadata/Items/Currency/StackableCurrency",68,1847,[],1,"",[],36,1,143,-282577323,[],"","","",[],[],"",1,"","","","","",[],"",""
142,"Metadata/Items/Currency/CurrencyDelveCraftingFire",30,1,1,"Scorched Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,144,987058444,[],"","","",[],[],"","","","","",43,"",[],"",""
143,"Metadata/Items/Currency/CurrencyDelveCraftingCold",30,1,1,"Frigid Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,145,699113226,[],"","","",[],[],"","","","","",43,"",[],"",""
144,"Metadata/Items/Currency/CurrencyDelveCraftingLightning",30,1,1,"Metallic Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,146,1600297399,[],"","","",[],[],"","","","","",43,"",[],"",""
145,"Metadata/Items/Currency/CurrencyDelveCraftingPhysical",30,1,1,"Jagged Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,147,-369207250,[],"","","",[],[],"","","","","",43,"",[],"",""
146,"Metadata/Items/Currency/CurrencyDelveCraftingChaos",30,1,1,"Aberrant Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,148,-834807081,[],"","","",[],[],"","","","","",43,"",[],"",""
147,"Metadata/Items/Currency/CurrencyDelveCraftingLife",30,1,1,"Pristine Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,149,-1542833316,[],"","","",[],[],"","","","","",43,"",[],"",""
148,"Metadata/Items/Currency/CurrencyDelveCraftingDefences",30,1,1,"Dense Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,150,-1720589047,[],"","","",[],[],"","","","","",43,"",[],"",""
149,"Metadata/Items/Currency/CurrencyDelveCraftingBleedPoison",30,1,1,"Corroded Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,151,1014259708,[],"","","",[],[],"","","","","",43,"",[],"",""
150,"Metadata/Items/Currency/CurrencyDelveCraftingElemental",30,1,1,"Prismatic Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,152,-26600749,[],"","","",[],[],"","","","","",43,"",[],"",""
151,"Metadata/Items/Currency/CurrencyDelveCraftingCasterMods",30,1,1,"Aetheric Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,153,-1618895710,[],"","","",[],[],"","","","","",43,"",[],"",""
152,"Metadata/Items/Currency/CurrencyDelveCraftingAttackMods",30,1,1,"Serrated Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,154,280270341,[],"","","",[],[],"","","","","",43,"",[],"",""
153,"Metadata/Items/Currency/CurrencyDelveCraftingMana",30,1,1,"Lucent Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,1,155,-2115800244,[],"","","",[],[],"","","","","",43,"",[],"",""
154,"Metadata/Items/Currency/CurrencyDelveCraftingSpeed",30,1,1,"Shuddering Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,1,156,1428696025,[],"","","",[],[],"","","","","",43,"",[],"",""
155,"Metadata/Items/Currency/CurrencyDelveCraftingMinionsAuras",30,1,1,"Bound Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,157,266460745,[],"","","",[],[],"","","","","",43,"",[],"",""
156,"Metadata/Items/Currency/CurrencyDelveCraftingQuality",30,1,1,"Perfect Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,158,-666274706,[],"","","",[],[],"","","","","",43,"",[],"",""
157,"Metadata/Items/Currency/CurrencyDelveCraftingEnchant",30,1,1,"Deft Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,159,763829362,[],"","","",[],[],"","","","","",43,"",[],"",""
158,"Metadata/Items/Currency/CurrencyDelveCraftingSockets",30,1,1,"Fundamental Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,160,-108326369,[],"","","",[],[],"","","","","",43,"",[],"",""
159,"Metadata/Items/Currency/CurrencyDelveCraftingGemLevel",30,1,1,"Faceted Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,161,1154781992,[],"","","",[],[],"","","","","",43,"",[],"",""
160,"Metadata/Items/Currency/CurrencyDelveCraftingVaal",30,1,1,"Bloodstained Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,162,-1091756382,[],"","","",[],[],"","","","","",43,"",[],"",""
161,"Metadata/Items/Currency/CurrencyDelveCraftingAbyss",30,1,1,"Hollow Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,163,1054878553,[],"","","",[],[],"","","","","",43,"",[],"",""
162,"Metadata/Items/Currency/CurrencyDelveCraftingMirror",30,1,1,"Fractured Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,164,-691857630,[],"","","",[],[],"","","","","",43,"",[],"",""
163,"Metadata/Items/Currency/CurrencyDelveCraftingCorruptEssence",30,1,1,"Glyphic Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,165,2073631444,[],"","","",[],[],"","","","","",43,"",[],"",""
164,"Metadata/Items/Currency/CurrencyDelveCraftingRandom",30,1,1,"Tangled Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,166,318540902,[],"","","",[],[],"","","","","",43,"",[],"",""
165,"Metadata/Items/Currency/CurrencyDelveCraftingLuckyModRolls",30,1,1,"Sanctified Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,1,167,929710899,[],"","","",[],[],"","","","","",43,"",[],"",""
166,"Metadata/Items/Currency/CurrencyDelveCraftingSellPrice",30,1,1,"Gilded Fossil","Metadata/Items/Currency/StackableCurrency",1,"",[],2,"",[],36,1,168,-23960192,[],"","","",[],[],"","","","","",43,"",[],"",""
167,"Metadata/Items/Delve/DelveSocketableCurrencyUpgrade1",52,1,1,"Primitive Alchemical Resonator","Metadata/Items/Delve/DelveSocketableCurrency",1,"",[],1,"",[],36,0,169,-696042485,[],"","","",[],[],175,"","","","","","",[],"",""
168,"Metadata/Items/Delve/DelveSocketableCurrencyUpgrade2",52,1,2,"Potent Alchemical Resonator","Metadata/Items/Delve/DelveSocketableCurrency",1,"",[],1,"",[],36,0,170,-2118689755,[],"","","",[],[],176,"","","","","","",[],"",""
169,"Metadata/Items/Delve/DelveSocketableCurrencyUpgrade3",52,2,2,"Powerful Alchemical Resonator","Metadata/Items/Delve/DelveSocketableCurrency",34,"",[],1,"",[],36,0,171,-858376242,[],"","","",[],[],177,"","","","","","",[],"",""
170,"Metadata/Items/Delve/DelveSocketableCurrencyUpgrade4",52,2,2,"Prime Alchemical Resonator","Metadata/Items/Delve/DelveSocketableCurrency",68,"",[],1,"",[],36,0,172,-1736401089,[],"","","",[],[],178,"","","","","","",[],"",""
171,"Metadata/Items/Delve/DelveSocketableCurrencyReroll1",52,1,1,"Primitive Chaotic Resonator","Metadata/Items/Delve/DelveSocketableCurrency",34,"",[],1,"",[],36,0,177,1388187056,[],"","","",[],[],179,"","","","","","",[],"",""
172,"Metadata/Items/Delve/DelveSocketableCurrencyReroll2",52,1,2,"Potent Chaotic Resonator","Metadata/Items/Delve/DelveSocketableCurrency",34,"",[],1,"",[],36,0,178,-1355261721,[],"","","",[],[],180,"","","","","","",[],"",""
173,"Metadata/Items/Delve/DelveSocketableCurrencyReroll3",52,2,2,"Powerful Chaotic Resonator","Metadata/Items/Delve/DelveSocketableCurrency",34,"",[],1,"",[],36,0,179,-981323366,[],"","","",[],[],181,"","","","","","",[],"",""
174,"Metadata/Items/Delve/DelveSocketableCurrencyReroll4",52,2,2,"Prime Chaotic Resonator","Metadata/Items/Delve/DelveSocketableCurrency",68,"",[],1,"",[],36,0,180,1775639944,[],"","","",[],[],182,"","","","","","",[],"",""
175,"Metadata/Items/Delve/DelveStackableSocketableCurrencyUpgrade1",58,1,1,"Primitive Alchemical Resonator","Metadata/Items/Delve/DelveStackableSocketableCurrency",1,"",[],1,"",[],36,1,169,554139943,[],"","","",[],[],"","","","","","","",[],"",""
176,"Metadata/Items/Delve/DelveStackableSocketableCurrencyUpgrade2",58,1,2,"Potent Alchemical Resonator","Metadata/Items/Delve/DelveStackableSocketableCurrency",1,"",[],1,"",[],36,1,170,667173830,[],"","","",[],[],"","","","","","","",[],"",""
177,"Metadata/Items/Delve/DelveStackableSocketableCurrencyUpgrade3",58,2,2,"Powerful Alchemical Resonator","Metadata/Items/Delve/DelveStackableSocketableCurrency",34,"",[],1,"",[],36,1,171,-1847322139,[],"","","",[],[],"","","","","","","",[],"",""
178,"Metadata/Items/Delve/DelveStackableSocketableCurrencyUpgrade4",58,2,2,"Prime Alchemical Resonator","Metadata/Items/Delve/DelveStackableSocketableCurrency",68,"",[],1,"",[],36,1,172,172606354,[],"","","",[],[],"","","","","","","",[],"",""
179,"Metadata/Items/Delve/DelveStackableSocketableCurrencyReroll1",58,1,1,"Primitive Chaotic Resonator","Metadata/Items/Delve/DelveStackableSocketableCurrency",34,"",[],1,"",[],36,1,177,260863666,[],"","","",[],[],"","","","","","","",[],"",""
180,"Metadata/Items/Delve/DelveStackableSocketableCurrencyReroll2",58,1,2,"Potent Chaotic Resonator","Metadata/Items/Delve/DelveStackableSocketableCurrency",34,"",[],1,"",[],36,1,178,-1660568283,[],"","","",[],[],"","","","","","","",[],"",""
181,"Metadata/Items/Delve/DelveStackableSocketableCurrencyReroll3",58,2,2,"Powerful Chaotic Resonator","Metadata/Items/Delve/DelveStackableSocketableCurrency",34,"",[],1,"",[],36,1,179,-483372948,[],"","","",[],[],"","","","","","","",[],"",""
182,"Metadata/Items/Delve/DelveStackableSocketableCurrencyReroll4",58,2,2,"Prime Chaotic Resonator","Metadata/Items/Delve/DelveStackableSocketableCurrency",68,"",[],1,"",[],36,1,180,-1993992885,[],"","","",[],[],"","","","","","","",[],"",""
183,"Metadata/Items/Currency/CurrencyJewelleryQualityLife",30,1,1,"Flesh Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],36,1,12902,-151711884,[],"","","",[],[],"","","","","","","",[],"",""
184,"Metadata/Items/Currency/CurrencyJewelleryQualityMana",30,1,1,"Neural Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],36,1,12903,1564609421,[],"","","",[],[],"","","","","","","",[],"",""
185,"Metadata/Items/Currency/CurrencyJewelleryQualityDefences",30,1,1,"Carapace Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],36,1,12904,-793455290,[],"","","",[],[],"","","","","","","",[],"",""
186,"Metadata/Items/Currency/CurrencyJewelleryQualityPhysical",30,1,1,"Uul-Netol's Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],36,1,12905,-1717560581,[],"","","",[],[],"","","","","","","",[],"",""
187,"Metadata/Items/Currency/CurrencyJewelleryQualityFire",30,1,1,"Xoph's Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],36,1,12906,-249716525,[],"","","",[],[],"","","","","","","",[],"",""
188,"Metadata/Items/Currency/CurrencyJewelleryQualityCold",30,1,1,"Tul's Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],36,1,12907,1062529869,[],"","","",[],[],"","","","","","","",[],"",""
189,"Metadata/Items/Currency/CurrencyJewelleryQualityLightning",30,1,1,"Esh's Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],36,1,12908,-1653007215,[],"","","",[],[],"","","","","","","",[],"",""
190,"Metadata/Items/Currency/CurrencyJewelleryQualityChaos",30,1,1,"Chayula's Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],36,1,12909,1148435673,[],"","","",[],[],"","","","","","","",[],"",""
191,"Metadata/Items/Currency/CurrencyJewelleryQualityAttack",30,1,1,"Reaver Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],36,1,12910,-1816655576,[],"","","",[],[],"","","","","","","",[],"",""
192,"Metadata/Items/Currency/CurrencyJewelleryQualityCaster",30,1,1,"Sibilant Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],36,1,12911,-1594472863,[],"","","",[],[],"","","","","","","",[],"",""
193,"Metadata/Items/Currency/CurrencyJewelleryQualitySpeed",30,1,1,"Skittering Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],36,1,12912,383768127,[],"","","",[],[],"","","","","","","",[],"",""
194,"Metadata/Items/Currency/CurrencyJewelleryQualityAttribute",30,1,1,"Adaptive Catalyst","Metadata/Items/Currency/StackableCurrency",1,"",[],1,35,[615],36,1,12913,-2075742301,[],"","","",[],[],"","","","","","","",[],"",""
195,"Metadata/Items/Currency/CurrencyHarbingerBlessingBelt",30,1,1,"Time-light Scroll","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],36,1,12914,-1594851069,[],"","","",[],[],"",1,"","","","","",[],"",""
196,"Metadata/Items/Currency/CurrencyHarbingerBlessingQuiver",30,1,1,"Fragmentation Scroll","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],36,1,12915,524737615,[],"","","",[],[],"",1,"","","","","",[],"",""
197,"Metadata/Items/Currency/CurrencyHarbingerBlessingHelmet",30,1,1,"Deregulation Scroll","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],36,1,12916,943903412,[],"","","",[],[],"",1,"","","","","",[],"",""
198,"Metadata/Items/Currency/CurrencyHarbingerBlessingSword",30,1,1,"Electroshock Scroll","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],36,1,12917,-1539585461,[],"","","",[],[],"",1,"","","","","",[],"",""
199,"Metadata/Items/Currency/CurrencyHarbingerBlessingStaff",30,1,1,"Haemocombustion Scroll","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],36,1,12918,105390128,[],"","","",[],[],"",1,"","","","","",[],"",""
200,"Metadata/Items/Currency/CurrencyHarbingerBlessingShield",30,1,1,"Specularity Scroll","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],36,1,12919,-1405436526,[],"","","",[],[],"",1,"","","","","",[],"",""
201,"Metadata/Items/Currency/CurrencyAddGemExperience",30,1,1,"Facetor's Lens","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],36,1,12920,-626138428,[],"","","",[],[],"","","","","","","",[],"",""
202,"Metadata/Items/Currency/CurrencyRitualSplinter",30,1,1,"Ritual Splinter","Metadata/Items/Currency/StackableCurrency",1,"",[],1,"",[],36,1,13344,-1621060764,[],"","","",[],[],"","","","","","","",[],"",""
203,"Metadata/Items/Currency/CurrencyRitualStone",30,1,1,"Ritual Vessel","Metadata/Items/Currency/StackableCurrency",1,"",[],1,34,[],36,1,13345,-1338128806,[],"","","",[],[],"",1,"","","","","",[],"",""
204,"Metadata/Items/Currency/CurrencyEldritchEmber1",30,1,1,"Lesser Eldritch Ember","Metadata/Items/Currency/StackableCurrency",68,"",[],1,369,"[922,923]",36,1,13561,-1879365264,[],"","","",[],[],"","","","","","","",[],"",""
205,"Metadata/Items/Currency/CurrencyEldritchEmber2",30,1,1,"Greater Eldritch Ember","Metadata/Items/Currency/StackableCurrency",73,"",[],1,369,"[919,923]",36,1,13562,-402582228,[],"","","",[],[],"","","","","","","",[],"",""
206,"Metadata/Items/Currency/CurrencyEldritchEmber3",30,1,1,"Grand Eldritch Ember","Metadata/Items/Currency/StackableCurrency",78,"",[],1,369,"[919,923]",36,1,13563,-1033431553,[],"","","",[],[],"","","","","","","",[],"",""
