"rownum","Id","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","Invisible","Removable","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","StatsKeys","bool_42","i32_43","bool_47","Maximum_StatsKey","Current_StatsKey","bool_80","i32_81","BuffVisualsKey","bool_101","bool_102","BuffCategory","bool_107","bool_108","bool_109","bool_110","BuffLimit","bool_115","Id2","IsRecovery","bool_125","rid_126","bool_142","i32_143","bool_147","bool_148","i32_149","[i32]_153","bool_169","bool_170","[rid]_171","bool_187","[rid]_188","BinaryStats","[rid]_220","[rid]_236","bool_252","bool_253","bool_254","bool_255","bool_256","rid_257","[i32]_273","string_289","string_289 (French)","string_289 (German)","string_289 (Japanese)","string_289 (Korean)","string_289 (Portuguese)","string_289 (Russian)","string_289 (Spanish)","string_289 (Thai)","string_289 (Traditional Chinese)","[rid]_297","bool_313"
28,"endurance_charge","Players gain additional Physical and Elemental Damage Reduction for each Endurance Charge they have","Chaque Charge offre de la Réduction des Dégâts physiques et élémentaires subis supplémentaires.","Spieler erhalten für jede Widerstands-Ladung zusätzliche physische und elementare Schadensminderung.","エンデュランスチャージの数に応じて追加の物理および元素ダメージ軽減を獲得。","플레이어가 인내를 충전할 때마다 받는 물리 및 원소 피해가 추가로 감소합니다.","Jogadores ganham Redução de Dano Físico e Elementail adicional por Carga de Tolerância possuída","Каждый заряд выносливости даёт дополнительное уменьшение получаемого физического урона и урона от стихий","Los jugadores ganan reducción de daño físico y elemental adicional por cada carga de aguante que tengan","ผู้เล่นมีค่าป้องกันกายภาพและธาตุ เพิ่มเติมต่อจำนวน Endurance Charge ที่มี","每顆耐力能量球提供額外物理和元素傷害減免","","","Endurance Charges","Charges d'endurance ","Widerstands-Ladungen","エンデュランスチャージ","인내 충전","Cargas de Tolerância","Заряды выносливости","Cargas de aguante","Endurance Charge","耐力球",[],1,4,1,2657,19684,1,31,41,1,"",3,"",1,1,"",0,"","","","",8511,"",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
29,"power_charge","Players gain increased Critical Strike Chance for each Power Charge they have","Chaque Charge offre une Augmentation aux Chances de coups critiques.","Spieler erhalten für jede Energie-Ladung erhöhte kritische Trefferchance.","パワーチャージの数に応じてクリティカル率が増加。","권능을 충전할 때마다 치명타 확률이 증가합니다.","Jogadores têm a Chance de Crítico aumentada por Carga de Poder possuída","Каждый заряд энергии даёт больше урона от чар и повышает шанс критического удара","Los jugadores ganan probabilidad de golpe crítico aumentada por cada carga de poder que tengan","ผู้เล่นมีโอกาสคริติคอล เพิ่มขึ้น ต่อจำนวน Power Charge ที่มี","每顆暴擊能量球增加暴擊率。","","","Power Charges","Charges de pouvoir ","Energie-Ladungen","パワーチャージ","권능 충전","Cargas de Poder","Заряд энергии","Cargas de poder","Power Charge","暴擊球",[],1,4,1,2659,19686,1,31,42,1,"",3,"",1,1,"",0,"","","","",8515,"",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
30,"spirit_charge","Required to use certain skills.","Nécessaires à l'utilisation de certaines aptitudes.","Werden für die Verwendung bestimmter Fertigkeiten benötigt.","特定のスキルを使用するために必要。","특정 스킬을 시전해야 합니다.","Requerido no uso de certas habilidades.","Нужны для некоторых умений","Requerido para usar ciertas habilidades.","สกิลบางสกิลต้องใช้สิ่งนี้","需要使用某些技能。","","","Spirit Charges","Charges d'esprit ","Seelen-Ladungen","スピリットチャージ","혼백 충전","Cargas de Espírito","Заряды духа","Cargas de espíritu","Spirit Charge","靈體能量球",[],1,4,1,7311,6579,"",31,43,1,"",3,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
31,"siphoning_charge","Players have altered effects for each Siphoning Charge they have","Chaque Charge de siphon apporte des effets différents au joueur.","Spieler erhalten unterschiedliche Wirkungen für jede Entkräftungs-Ladung.","サイフォニングチャージの数に応じて様々な効果を獲得","착취 충전 때마다 변형된 효력이 나타납니다.","Jogadores possuem efeitos alterados para cada Carga de Sifão possuída"," ","Los jugadores tienen efectos alterados por cada Carga de sustracción que tengan","ผู้เล่นมีการส่งผลต่างกันไปต่อ Siphoning Charge ที่มี","每顆虹吸能量球都有改變的效果。","","","Siphoning Charges","Charges de siphon","Entkräftungs-Ladungen","サイフォニングチャージ","착취 충전","Drenando Cargas","Заряды переливания","Cargas de sustracción","Siphoning Charge","虹吸能量球",[],1,4,1,7373,7372,1,31,44,1,"",3,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
32,"void_arrow","Can trigger the Void Shot skill while you have Void Arrows","L'aptitude Tir du Néant peut se déclencher.","Kann die Fertigkeit 'Leerenschuss' auslösen, während Ihr über Leerenpfeile verfügt.","ヴォイドアローがある場合ヴォイドショットをトリガーできる","공허 화살을 보유 시 공허 사격 스킬을 사용할 수 있습니다.","Pode ativar a habilidade Tiro do Vazio enquanto você possuir Flexas do Vazio","Может вызвать срабатывание Выстрела пустоты, пока у вас есть Стрелы пустоты","Puede activar la habilidad Disparo de vacío mientras tengas Flechas de vacío","สามารถทริกเกอร์สกิล ศรห้วงว่าง ได้หากคุณมี ศรว่างเปล่า","當你有虛空箭矢時可以觸發虛無疾射技能。","","","Void Arrows","Flèches du Néant ","Leerenpfeile","ヴォイドアロー","공허 화살","Flexas do Vazio","Стрелы пустоты","Flechas de vacío","ศรว่างเปล่า","虛空箭矢",[],1,4,1,7393,7392,1,31,45,1,"",3,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
33,"divine_charge","You are charged with divine energy","Votre corps est chargé d'énergie divine.","Ihr seid mit göttlicher Energie geladen.","神のエネルギーで満たされている","신성한 기운이 채워짐","Você está carregado com energia divina.","Вы заряжены божественной энергией","Estás cargado con energía divina","คุณได้รับพลังศักดิ์สิทธิ์","你在充能神聖之力","","","Divine Charge","Charge divine ","Göttliche Ladung","ディバインチャージ","신성 충전","Carga Divina","Божественный заряд","Carga divina","Divine Charge","神聖充能",[],1,4,1,9168,9169,1,31,46,1,"",3,"",1,1,"",0,"","DivineCharge","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
34,"blitz_charge","You gain bonuses from your Ascendancy for having Blitz Charges","Chaque Charge vous offre des bonus selon votre Ascendance.","Ihr erhaltet Boni von Eurer Aszendenz durch Blitz-Ladungen.","ブリッツチャージがある場合アセンダンシーによるボーナスを獲得","공세 충전 보유 시 전직 보너스 획득","Você ganha bônus de sua Ascensão por ter Cargas de Agressão","Вы получаете преимущество от зарядов разгона","Ganas bonificaciones de tu Ascendencia por tener Cargas de Agresión","คุณได้รับโบนัสจากคลาสเสริมของคุณจากการมี Blitz Charge","你透過昇華獲得閃電球加成","","","Blitz Charge","Charge de férocité ","Blitz-Ladung","ブリッツチャージ","공세 충전","Cargas de Agressão","Заряд разгона","Carga de agresión","Blitz Charge","閃電球",[],1,4,1,9728,9729,1,31,1091,1,"",3,"",1,1,"",0,"","BlitzCharge","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
35,"challenger_charge","You gain bonuses from your Ascendancy for having Challenger Charges","Chaque Charge vous offre des bonus selon votre Ascendance.","Ihr erhaltet Boni von Eurer Aszendenz durch Herausforderer-Ladungen.","チャレンジャーチャージがある場合アセンダンシーによるボーナスを獲得","도전자 충전 보유 시 전직 보너스 획득","Você ganha bônus de sua Ascensão por ter Cargas Desafiantes","Вы получаете преимущество от зарядов претендента","Ganas bonificaciones de tu Ascendencia por tener Cargas de Retador","คุณได้รับโบนัสจากคลาสเสริมของคุณจากการมี Challenger Charge","你透過昇華獲得挑戰球加成","","","Challenger Charges","Charge d'aspirant ","Herausforderer-Ladungen","チャレンジャーチャージ","도전자 충전","Cargas Desafiantes","Заряд претендента","Cargas de retador","Challenger Charge","挑戰球",[],1,4,1,9823,9824,1,31,1099,1,"",3,"",1,1,"",0,"","ChallengerCharge","","","","",5,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"","","","","","","","","","",[],""
36,"hillock_buff","Attacks with fervor","Attaque avec ferveur","Greift mit Inbrunst an.","熱狂的な攻撃","열성적인 공격","Ataca com fervor","Атакует более яростно","Ataca con fervor","โจมตีอย่างดุดัน","狂熱的揮動著武器。","","","Brutal Attack","Attaque brutale ","Brutaler Angriff","ブルータルアタック","잔인한 공격","Ataque Brutal","Жестокая атака","Ataque brutal","Brutal Attack","殘酷攻擊","[70,26]",1,2,"","","","",31,48,1,"",1,"",1,1,"",0,"","","","","","",5,"","",0,[],"","",[],"",[],[],"[70,26]",[],"","","","","","",[],"","","","","","","","","","",[],""
37,"mana_leech","You are leeching Mana","Vous Drainez du Mana.","Ihr raubt Mana.","マナをリーチしている","마나를 흡수하고 있습니다.","Você está drenando Mana","Вы похищаете ману","Estás absorbiendo maná","คุณกำลัง ดูดมานา","你正在偷取魔力。",1,"","Mana Leech","Drain de Mana ","Manaraub","マナリーチ","마나 흡수","Drenagem de Mana","Похищение маны","Absorción de maná","ดูดมานา","魔力偷取","[1417,2877]",1,1,"","","","",31,0,1,"",18,"",1,"","",0,"","",1,"","","",5,"","",0,[],"","",[],"",[],[],"[1417,2877]",[],"",1,"","","","",[],"","","","","","","","","","",[],""
38,"life_leech","You are leeching Life","Vous Drainez de la Vie.","Ihr raubt Leben.","ライフをリーチしている","생명력을 흡수하고 있습니다.","Você está drenando Vida","Вы похищаете здоровье","Estás absorbiendo vida","คุณกำลัง ดูดพลังชีวิต","你正在偷取生命。",1,"","Life Leech","Drain de Vie ","Lebensraub","ライフリーチ","생명력 흡수","Drenagem de Vida","Похищение здоровья","Absorción de vida","ดูดพลังชีวิต","生命偷取","[1416,2876]",1,1,"","","","",31,0,1,"",18,"",1,"","",0,"","",1,"","","",5,"","",0,[],"","",[],"",[],[],"[1416,2876]",[],"",1,"","","","",[],"","","","","","","","","","",[],""
39,"energy_shield_leech","You are leeching Energy Shield","Vous Drainez du Bouclier d'énergie.","Ihr raubt Energieschild.","エナジーシールドをリーチしている","에너지 보호막을 흡수하고 있습니다.","Você está drenando Escudo de Energia","Вы похищаете энергетический щит","Estás absorbiendo escudo de energía","คุณกำลัง ดูดโล่พลังงาน","你正在偷取生命轉化為能量護盾。",1,"","Energy Shield Leech","Drain de Bouclier d'énergie ","Energieschildraub","エナジーシールドリーチ","에너지 보호막 흡수","Drenagem de Escudo de Energia","Похищение энергетического щита","Absorción de escudo de energía","ดูดโล่พลังงาน","能量護盾偷取","[1418,2878]",1,1,"","","","",31,0,1,"",18,"",1,"","",0,"","",1,"","","",5,"","",0,[],"","",[],"",[],[],"[1418,2878]",[],"",1,"","","","",[],"","","","","","","","","","",[],""
