"rownum","Id","HASH16","ModTypeKey","Level","StatsKey1","StatsKey2","StatsKey3","StatsKey4","Domain","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","GenerationType","Families","Stat1Min","Stat1Max","Stat2Min","Stat2Max","Stat3Min","Stat3Max","Stat4Min","Stat4Max","SpawnWeight_TagsKeys","SpawnWeight_Values","TagsKeys","GrantedEffectsPerLevelKeys","[i32]_222","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Min","Stat5Max","StatsKey5","FullAreaClear_AchievementItemsKey","AchievementItemsKey","GenerationWeight_TagsKeys","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Min","Stat6Max","StatsKey6","MaxLevel","bool_411","CraftingItemClassRestrictions","MonsterOnDeath","i32_436","[rid]_440","Heist_SubStatValue1","Heist_SubStatValue2","Heist_StatsKey0","Heist_StatsKey1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceTypes","ImplicitTagsKeys","bool_524","i32_525","i32_529","i32_533","i32_537","i32_541","i32_545","i32_549","i32_553","i32_557","i32_561","i32_565","i32_569","i32_573","i32_577","i32_581","i32_585","BuffTemplate","ArchnemesisMinionMod","HASH32","[rid]_617","GameMode","[rid]_637","bool_653"
61,"StrengthUnique__15",-16351,372,1,576,"","","",1,"","","","","","","","","","",3,[118],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-20758814,[],0,[],""
62,"StrengthUnique__16",-4461,372,65,576,"","","",1,"","","","","","","","","","",3,[118],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1953012475,[],0,[],""
63,"StrengthUnique__17",-19966,372,62,576,"","","",1,"","","","","","","","","","",3,[118],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-478588549,[],0,[],""
64,"StrengthUnique__18",31995,372,1,576,"","","",1,"","","","","","","","","","",3,[118],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",361589110,[],0,[],""
65,"StrengthUnique__18Royale__",-13134,372,1,576,"","","",1,"","","","","","","","","","",3,[118],15,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-981071564,[],0,[],""
66,"StrengthUnique__19_",-31701,372,1,576,"","","",1,"","","","","","","","","","",3,[118],20,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-383947466,[],0,[],""
67,"StrengthUnique__20_",-12827,372,1,576,"","","",1,"","","","","","","","","","",3,[118],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-603647520,[],0,[],""
68,"StrengthUnique__21",-20348,372,50,576,"","","",1,"","","","","","","","","","",3,[118],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1173615992,[],0,[],""
69,"StrengthUnique__22",7086,372,1,576,"","","",1,"","","","","","","","","","",3,[118],20,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",10119114,[],0,[],""
70,"StrengthUnique__23",-17511,372,1,576,"","","",1,"","","","","","","","","","",3,[118],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-426238084,[],0,[],""
71,"StrengthUnique__24",11501,372,1,576,"","","",1,"","","","","","","","","","",3,[118],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-763272429,[],0,[],""
72,"StrengthUnique__25",-23946,372,1,576,"","","",1,"","","","","","","","","","",3,[118],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-240233652,[],0,[],""
73,"StrengthUnique__26",-2410,372,1,576,"","","",1,"","","","","","","","","","",3,[118],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1120010901,[],0,[],""
74,"StrengthUnique__27",14123,372,1,576,"","","",1,"","","","","","","","","","",3,[118],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1257705971,[],0,[],""
75,"StrengthUnique__28",16748,372,1,576,"","","",1,"","","","","","","","","","",3,[118],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",525559708,[],0,[],""
76,"StrengthUnique__29",-2757,372,1,576,"","","",1,"","","","","","","","","","",3,[118],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1335790311,[],0,[],""
77,"StrengthUnique__30",-32442,372,75,576,"","","",1,"","","","","","","","","","",3,[118],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1629674149,[],0,[],""
78,"StrengthUnique__31",5056,372,40,576,"","","",1,"","","","","","","","","","",3,[118],15,35,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",150630884,[],0,[],""
79,"StrengthUnique__32",-21152,372,100,576,"","","",1,"","","","","","","","","","",3,[118],30,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1307412967,[],0,[],""
80,"StrengthUnique__33",-17647,372,1,576,"","","",1,"","","","","","","","","","",3,[118],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-634691050,[],0,[],""
81,"StrengthUnique__34",-28358,372,1,576,"","","",1,"","","","","","","","","","",3,[118],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1632145515,[],0,[],""
82,"PercentageStrengthUniqueBootsStrInt2",-8883,374,1,2074,"","","",1,"","","","","","","","","","",3,[1260],15,18,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-497205488,[],0,[],""
83,"PercentageStrengthUniqueHelmetStrDex6",-21948,374,1,2074,"","","",1,"","","","","","","","","","",3,[1260],5,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2038223672,[],0,[],""
84,"PercentageStrengthUniqueJewel29",-28740,374,1,2074,"","","",10,"","","","","","","","","","",3,[1260],4,6,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1377557927,[],0,[],""
85,"PercentageStrengthUnique__1",22183,374,1,2074,"","","",1,"","","","","","","","","","",3,[1260],-100,-100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1049782326,[],0,[],""
86,"PercentageStrengthUnique__2",1961,374,1,2074,"","","",10,"","","","","","","","","","",3,[1260],4,6,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1025587848,[],0,[],""
87,"PercentageStrengthUnique__3",27588,374,1,2074,"","","",1,"","","","","","","","","","",3,[1260],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1379744249,[],0,[],""
88,"PercentageStrengthUnique__4_",15892,374,1,2074,"","","",1,"","","","","","","","","","",3,[1260],-10,-10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-2119188549,[],0,[],""
89,"PercentageStrengthUnique__5",-15541,374,1,2074,"","","",1,"","","","","","","","","","",3,[1260],6,12,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1605637979,[],0,[],""
90,"PercentageStrengthImplicitMace1",14145,374,1,2074,"","","",1,"","","","","","","","","","",3,[1260],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1999650930,[],0,[],""
91,"Dexterity1",-19673,376,1,582,"","","",1,"of the Mongoose","de la Mangouste","der Manguste","マングースの","- 몽구스","do Mangusto","мангуста","<if:MS>{de la mangosta}<elif:FS>{de la mangosta}<elif:MP>{de la mangosta}<elif:FP>{de la mangosta}","of the Mongoose","貓鼬之",2,[119],8,12,0,0,0,0,0,0,"[2,3,22,21,39,43,41,44,5,12,15,14,13,0]","[1000,1000,1000,1000,1000,500,500,333,1000,500,500,500,500,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",664245424,[],0,[],""
92,"Dexterity2",16685,376,11,582,"","","",1,"of the Lynx","du Lynx","des Luchses","リンクスの","- 스라소니","do Lince","рыси","<if:MS>{del lince }<elif:FS>{del lince }<elif:MP>{del lince }<elif:FP>{del lince }","of the Lynx","山貓之",2,[119],13,17,0,0,0,0,0,0,"[2,3,22,21,39,43,41,44,5,12,15,14,13,0]","[1000,1000,1000,1000,1000,500,500,333,1000,500,500,500,500,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",139741561,[],0,[],""
93,"Dexterity3",10074,376,22,582,"","","",1,"of the Fox","du Renard","des Fuchses","狐の","- 여우","da Raposa","лисы","<if:MS>{del zorro}<elif:FS>{del zorro}<elif:MP>{del zorro}<elif:FP>{del zorro}","of the Fox","狐狸之",2,[119],18,22,0,0,0,0,0,0,"[2,3,22,21,39,43,41,44,5,12,15,14,13,0]","[1000,1000,1000,1000,1000,500,500,333,1000,500,500,500,500,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",186526788,[],0,[],""
94,"Dexterity4",-14626,376,33,582,"","","",1,"of the Falcon","du Faucon","des Falken","隼の","- 매","do Falcão","сокола","<if:MS>{del halcón }<elif:FS>{del halcón }<elif:MP>{del halcón }<elif:FP>{del halcón }","of the Falcon","獵鷹之",2,[119],23,27,0,0,0,0,0,0,"[2,3,22,21,39,43,41,44,5,12,15,14,13,0]","[1000,1000,1000,1000,1000,500,500,333,1000,500,500,500,500,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",114212880,[],0,[],""
95,"Dexterity5",-9223,376,44,582,"","","",1,"of the Panther","de la Panthère","des Panthers","豹の","- 흑표","da Pantera","пантеры","<if:MS>{de la pantera}<elif:FS>{de la pantera}<elif:MP>{de la pantera}<elif:FP>{de la pantera}","of the Panther","豹之",2,[119],28,32,0,0,0,0,0,0,"[2,3,22,21,39,43,41,44,5,12,15,14,13,0]","[1000,1000,1000,1000,1000,500,500,333,1000,500,500,500,500,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1283495801,[],0,[],""
96,"Dexterity6",5978,376,55,582,"","","",1,"of the Leopard","du Léopard","des Leoparden","豹の","- 표범","do Leopardo","леопарда","<if:MS>{del leopardo }<elif:FS>{del leopardo }<elif:MP>{del leopardo }<elif:FP>{del leopardo }","of the Leopard","花豹之",2,[119],33,37,0,0,0,0,0,0,"[2,3,22,21,39,43,41,44,5,12,15,14,13,0]","[1000,1000,1000,1000,1000,500,500,333,1000,500,500,500,500,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-305005941,[],0,[],""
97,"Dexterity7",15758,376,66,582,"","","",1,"of the Jaguar","du Jaguar","des Jaguars","ジャガーの","- 재규어","do Jaguar","ягуара","<if:MS>{del jaguar}<elif:FS>{del jaguar}<elif:MP>{del jaguar}<elif:FP>{del jaguar}","of the Jaguar","美洲豹之",2,[119],38,42,0,0,0,0,0,0,"[2,3,22,21,39,43,41,44,5,12,15,14,13,0]","[1000,1000,1000,1000,1000,500,500,333,1000,500,500,500,500,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",116669306,[],0,[],""
98,"Dexterity8",-6435,376,74,582,"","","",1,"of the Phantom","de l'Apparition","des Phantoms","幻像の","- 유령","dos Fantasmas","призрака","<if:MS>{del fantasma}<elif:FS>{del fantasma}<elif:MP>{del fantasma}<elif:FP>{del fantasma}","of the Phantom","幻影之",2,[119],43,50,0,0,0,0,0,0,"[2,3,22,21,39,43,41,44,5,12,15,14,13,0]","[1000,1000,1000,1000,1000,500,500,333,1000,500,500,500,500,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2085132949,[],0,[],""
99,"Dexterity9",-23981,376,82,582,"","","",1,"of the Wind","du Vent","des Windes","風の","- 바람","do Vento","ветра","<if:MS>{del viento}<elif:FS>{del viento}<elif:MP>{del viento}<elif:FP>{del viento}","of the Wind","風之",2,[119],51,55,0,0,0,0,0,0,"[2,3,22,21,39,43,41,44,5,12,15,14,13,0]","[1000,1000,1000,1000,1000,500,500,333,1000,500,500,500,500,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1940247030,[],0,[],""
100,"Dexterity10",10125,376,85,582,"","","",1,"of the Blur","du Flou","der Trübung","残像の","- 희미함","do Borrão","тумана","<if:MS>{de la velocidad}<elif:FS>{de la velocidad}<elif:MP>{de la velocidad}<elif:FP>{de la velocidad}","of the Blur","迷糊之",2,[119],56,60,0,0,0,0,0,0,"[22,21,0]","[1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-403062668,[],0,[],""
101,"DexterityEssence7",-16486,376,82,582,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","da Essência","сущности","<if:MS>{de la esencia }<elif:FS>{de la esencia }<elif:MP>{de la esencia }<elif:FP>{de la esencia }","of the Essence","精髓之",2,[119],51,58,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-849382715,[],0,[],""
102,"DexterityImplicitAmulet1",-32130,377,7,582,"","","",1,"","","","","","","","","","",3,[119],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-999340527,[],0,[],""
103,"DexterityImplicitQuiver1",-27280,377,15,582,"","","",1,"","","","","","","","","","",3,[119],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",615166426,[],0,[],""
104,"DexterityUniqueRing3",-13311,376,10,582,"","","",1,"","","","","","","","","","",3,[119],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2007088032,[],0,[],""
105,"DexterityUniqueBodyDex1",1596,376,1,582,"","","",1,"","","","","","","","","","",3,[119],40,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1073297861,[],0,[],""
106,"DexterityUniqueBootsInt1",31522,376,1,582,"","","",1,"","","","","","","","","","",3,[119],5,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1698045461,[],0,[],""
107,"DexterityUniqueBootsStrDex1",14607,376,1,582,"","","",1,"","","","","","","","","","",3,[119],40,60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-921899005,[],0,[],""
108,"DexterityUniqueBootsStrDex1Royale",7269,376,1,582,"","","",1,"","","","","","","","","","",3,[119],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1832284499,[],0,[],""
109,"DexterityUniqueBootsInt2",14278,376,1,582,"","","",1,"","","","","","","","","","",3,[119],5,5,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1405838349,[],0,[],""
110,"DexterityUniqueBootsInt3",-1365,376,1,582,"","","",1,"","","","","","","","","","",3,[119],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1875088744,[],0,[],""
111,"DexterityUniqueGlovesDex2",-16371,376,1,582,"","","",1,"","","","","","","","","","",3,[119],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1929294579,[],0,[],""
112,"DexterityUniqueGlovesStrDex1",-6234,376,1,582,"","","",1,"","","","","","","","","","",3,[119],40,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",502266441,[],0,[],""
113,"DexterityUniqueAmulet7",-24249,376,10,582,"","","",1,"","","","","","","","","","",3,[119],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1923666928,[],0,[],""
114,"DexterityUniqueHelmetStrDex2",2486,376,1,582,"","","",1,"","","","","","","","","","",3,[119],50,65,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-737288773,[],0,[],""
115,"DexterityUniqueBootsDex1",-3962,376,1,582,"","","",1,"","","","","","","","","","",3,[119],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",807649445,[],0,[],""
116,"DexterityUniqueDagger3",3416,376,1,582,"","","",1,"","","","","","","","","","",3,[119],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-544288042,[],0,[],""
117,"DexterityUniqueShieldStrInt2",-30879,376,1,582,"","","",1,"","","","","","","","","","",3,[119],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1852434697,[],0,[],""
118,"DexterityUniqueBow4",21845,376,1,582,"","","",1,"","","","","","","","","","",3,[119],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1596721786,[],0,[],""
119,"DexterityUniqueBow6",-27165,376,1,582,"","","",1,"","","","","","","","","","",3,[119],10,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-542029230,[],0,[],""
120,"DexterityUniqueBootsDex3",23388,376,1,582,"","","",1,"","","","","","","","","","",3,[119],15,15,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",679047973,[],0,[],""
121,"DexterityUniqueBow7",-31419,376,1,582,"","","",1,"","","","","","","","","","",3,[119],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-879014178,[],0,[],""
122,"DexterityUniqueBodyDex4",21951,376,1,582,"","","",1,"","","","","","","","","","",3,[119],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1893606754,[],0,[],""
123,"DexterityUniqueHelmetDex4",-7412,376,1,582,"","","",1,"","","","","","","","","","",3,[119],50,70,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-816436134,[],0,[],""
124,"DexterityUniqueGlovesStrDex3",11683,376,1,582,"","","",1,"","","","","","","","","","",3,[119],10,10,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[632],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1277583750,[],0,[],""
